,price,m2,age,floor,total_room,district_encoded,neighbor_encoded
135,5451642,97,0,0.0,3,5848907.837837838,5276792.333333333
136,10250000,140,31,2.0,4,8397364.775800712,10199500.0
137,28500000,250,12,0.0,4,20111125.68306011,24458333.33333333
138,3750000,83,0,2.0,3,4818179.634730539,4706222.804347826
139,3050000,100,7,0.0,3,4970295.55403868,5565384.615384615
140,5200000,95,40,1.0,3,6559200.238609113,12699506.787330316
141,6750000,180,2,4.0,6,9683732.91925466,5826067.567567567
142,15600000,87,0,3.0,3,20111125.68306011,28284615.384615384
144,13450000,90,12,1.0,2,18766793.31306991,26454424.778761063
145,19900000,190,24,2.0,5,16676002.409638554,27822727.27272728
146,11000000,145,15,12.0,4,16676002.409638554,24290404.04040404
148,8900000,170,31,2.0,4,18766793.31306991,13471150.0
149,17250000,130,5,6.0,4,18766793.31306991,21011136.363636363
151,10300000,160,3,6.0,5,5848907.837837838,11314807.692307692
152,7000000,135,7,3.0,4,8011979.826612903,5136428.571428572
154,8750000,180,1,5.0,6,6559200.238609113,4462624.113475177
156,3650000,75,2,5.0,2,4970295.55403868,6057293.357798165
157,6350000,100,5,0.0,3,7962301.739130435,7841056.338028169
158,12900000,130,6,4.0,4,7962301.739130435,9986363.636363637
159,7900000,145,30,2.0,4,7962301.739130435,8317777.777777778
160,6950000,90,6,4.0,3,7962301.739130435,8532544.827586208
161,6950000,95,0,0.0,3,7962301.739130435,7948520.599250936
162,5500000,65,5,0.0,2,7962301.739130435,9215404.624277456
163,4450000,70,2,0.0,2,7962301.739130435,7948520.599250936
164,3975000,65,7,2.0,2,7962301.739130435,5809861.111111111
165,2175000,85,21,6.0,3,8397364.775800712,3658924.0506329113
166,6950000,210,11,5.0,6,6559200.238609113,4676827.383297645
169,2775000,70,39,2.0,3,4254808.612440191,4063465.3465346536
170,1450000,80,35,0.0,3,4254808.612440191,3573684.210526316
171,3300000,110,1,2.0,3,4970295.55403868,6057293.357798165
172,4350000,80,0,4.0,3,5877304.964539007,6745350.0
173,12490000,95,35,0.0,3,18840772.21851852,28713409.09090909
174,2200000,155,30,0.0,3,4254808.612440191,4128181.8181818174
175,3990000,70,44,4.0,2,7437451.282051282,14119187.5
176,8100000,200,18,5.0,6,5848907.837837838,5445714.285714285
177,6750000,176,48,3.0,5,16676002.409638554,4201666.625
178,8250000,140,20,1.0,4,9683732.91925466,21864065.93406593
179,16100000,160,3,2.0,4,20111125.68306011,17206197.183098592
180,5500000,67,50,3.0,2,18840772.21851852,8195454.545454546
181,7475000,177,5,3.0,3,7437451.282051282,5049988.159763314
182,5100000,180,17,3.0,5,5848907.837837838,3660818.1818181816
183,5400000,105,11,0.5,3,8508896.555172414,6369733.333333333
184,4185000,90,0,3.0,3,3987994.5945945946,4535961.538461538
185,6150000,190,9,4.0,6,4970295.55403868,5269146.553333334
186,4300000,90,7,3.0,3,9683732.91925466,13551096.774193548
187,2350000,100,8,3.0,3,4970295.55403868,4676827.383297645
188,5499999,180,8,3.0,5,5367273.031914894,4884594.567567567
189,3800000,70,5,0.5,2,9683732.91925466,15495000.0
190,23900000,130,4,8.0,4,18766793.31306991,21011136.363636363
191,3200000,65,3,7.0,2,5749051.802409639,3768709.677419354
192,11850000,240,5,5.0,6,5547095.228571429,9243750.0
193,2900000,95,31,3.0,3,5478152.10355987,5041428.571428572
194,4200000,95,11,2.0,3,5478152.10355987,4833846.153846154
195,3250000,90,31,5.0,3,5547095.228571429,8475000.0
197,7150000,100,0,3.0,4,9683732.91925466,15495000.0
198,8350000,115,5,3.0,3,9683732.91925466,15495000.0
199,19750000,130,0,6.0,4,18766793.31306991,20307026.315789472
200,4200000,85,8,1.0,2,7437451.282051282,5049988.159763314
201,12250000,110,7,11.0,3,18766793.31306991,16348132.231404958
202,22950000,140,4,0.5,3,18766793.31306991,26454424.778761063
203,31950000,205,4,10.0,6,18766793.31306991,21011136.363636363
204,4950000,80,5,5.0,2,7437451.282051282,5049988.159763314
205,14000000,140,5,0.0,3,9683732.91925466,15495000.0
207,8800000,90,0,7.0,3,18766793.31306991,9520094.33962264
208,15250000,97,12,1.0,3,18766793.31306991,15964615.384615384
209,7700000,270,4,4.0,7,5297494.923337092,4676827.383297645
210,5700000,170,0,4.0,5,5297494.923337092,4676827.383297645
211,5445000,245,5,3.0,5,5367273.031914894,4257500.0
212,4499000,100,5,2.0,3,5367273.031914894,3491500.0
213,5000000,140,8,4.0,4,4970295.55403868,4896611.111111111
214,2250000,110,28,0.5,3,5749051.802409639,5525100.0
217,8950000,170,3,5.0,6,7437451.282051282,6826884.057971015
220,5975000,65,6,0.0,2,7962301.739130435,9215404.624277456
221,19750000,200,0,9.0,5,18766793.31306991,21011136.363636363
222,4150000,130,26,3.0,4,7962301.739130435,5226666.666666667
223,24500000,165,32,11.0,5,18766793.31306991,17185621.62162162
224,2200000,75,13,-0.5,3,5547095.228571429,4979515.121212121
226,19500000,130,1,8.0,4,18766793.31306991,21011136.363636363
228,10475000,110,4,1.0,4,7962301.739130435,9215404.624277456
229,6750000,170,8,4.0,5,4138010.251282051,7672148.4375
230,2835000,96,14,20.0,3,2769582.4657534244,2551203.6481481483
231,8590000,95,0,4.0,3,7962301.739130435,7841056.338028169
232,6190000,130,35,1.0,4,8397364.775800712,6994235.820895523
233,4350000,127,12,3.0,4,2769582.4657534244,3074090.0
234,2298000,110,8,3.0,3,7736038.525691699,6884805.155844156
235,7750000,130,31,6.0,4,18766793.31306991,8770657.894736841
237,11500000,130,13,4.0,4,7340518.640677966,7957142.857142857
238,4500000,85,3,1.0,3,5478152.10355987,5614166.666666667
239,9050000,106,4,6.0,2,16676002.409638554,11431250.0
240,4750000,60,0,0.0,2,7962301.739130435,8532544.827586208
241,2399000,90,1,1.0,2,4970295.55403868,6057293.357798165
243,24500000,175,31,11.0,5,18766793.31306991,28832777.777777776
244,2950000,150,0,3.0,4,2769582.4657534244,2831272.727272727
245,12000000,240,10,0.0,6,6106125.056426332,8019684.777173913
246,4550000,80,16,3.0,3,7340518.640677966,7626428.571428572
247,9400000,175,16,3.0,4,7736038.525691699,6884805.155844156
249,5950000,120,0,3.0,4,3909949.1525423727,3547976.1904761903
250,2030000,105,0,0.0,3,2769582.4657534244,2719000.0
251,1450000,80,0,3.0,2,4970295.55403868,4676827.383297645
252,6200000,85,0,1.0,3,11259699.059561128,15475294.11764706
253,23900000,275,18,9.0,7,18766793.31306991,15964615.384615384
254,39950000,230,19,1.0,5,18766793.31306991,21011136.363636363
255,17950000,130,7,1.0,4,18766793.31306991,21011136.363636363
256,5750000,140,0,5.0,4,5297494.923337092,4676827.383297645
257,5150000,140,16,0.5,4,9683732.91925466,5651666.666666667
258,20950000,135,8,10.0,4,18766793.31306991,21011136.363636363
260,6675000,150,16,4.0,4,5848907.837837838,7428125.0
261,12000000,160,31,5.0,4,18766793.31306991,20307026.315789472
262,18250000,130,7,10.0,4,18766793.31306991,21011136.363636363
264,1799999,105,4,2.0,3,2769582.4657534244,2551203.6481481483
265,2575000,115,30,4.0,4,7437451.282051282,5049988.159763314
266,13150000,116,0,4.0,4,18766793.31306991,9520094.33962264
267,11950000,75,0,6.0,3,18766793.31306991,20307026.315789472
268,9250000,90,0,3.0,3,7962301.739130435,7948520.599250936
269,6100000,90,15,3.0,3,11259699.059561128,5315957.44680851
270,18850000,105,0,7.0,3,18766793.31306991,21011136.363636363
271,15350000,100,0,2.0,3,18766793.31306991,21011136.363636363
272,2800000,145,30,12.0,4,4547597.902097902,7841056.338028169
273,5000000,200,0,5.0,5,3987994.5945945946,3598055.5555555555
274,1500000,80,29,5.0,2,5749051.802409639,4039615.384615385
275,3000000,60,40,0.0,2,18840772.21851852,10476923.076923076
276,6500000,270,16,9.0,5,20111125.68306011,21143846.153846152
278,2600000,85,25,0.0,6,10309326.797385622,6471745.098039215
279,2985000,105,7,1.0,3,3987994.5945945946,6835168.0
280,3950000,90,0,0.5,3,5749051.802409639,9257611.925373135
281,5300000,87,0,2.0,3,5848907.837837838,6471745.098039215
282,8300000,90,0,3.0,3,7962301.739130435,9215404.624277456
283,1450000,60,20,0.0,2,5749051.802409639,3768709.677419354
284,5750000,85,10,1.0,3,7340518.640677966,5800263.157894737
285,7550000,84,5,3.0,3,7962301.739130435,7841056.338028169
286,5950000,70,0,0.0,3,7962301.739130435,7948520.599250936
287,18250000,130,8,10.0,4,18766793.31306991,21011136.363636363
288,11750000,190,34,4.0,5,7962301.739130435,8532544.827586208
289,1450000,55,13,3.0,3,2769582.4657534244,3409197.662790697
290,23000000,150,0,7.0,4,18766793.31306991,20307026.315789472
291,3300000,75,50,2.0,3,5297494.923337092,4438371.212121212
292,1750000,80,35,0.0,3,4871095.435684647,6994235.820895523
293,6200000,150,0,6.0,6,4818179.634730539,8514000.0
295,3200000,170,30,5.0,4,5297494.923337092,4676827.383297645
296,1450000,65,10,-0.5,4,2769582.4657534244,2699238.095238095
297,5800000,90,10,2.0,3,5749051.802409639,9257611.925373135
298,6500000,90,0,2.0,3,8508896.555172414,5710389.610389611
299,1800000,110,35,2.0,4,4138010.251282051,3539500.0
300,3200000,60,0,0.0,2,6559200.238609113,4676827.383297645
301,2750000,90,15,0.5,3,4547597.902097902,6994235.820895523
303,2750000,78,45,3.0,3,4254808.612440191,4012796.610169492
304,10800000,70,0,1.0,3,18840772.21851852,13988888.888888888
306,9400000,220,8,3.0,6,5297494.923337092,4442812.5
308,3650000,90,2,4.0,3,3987994.5945945946,3168571.4285714286
310,2950000,95,5,0.5,3,5367273.031914894,5057080.0
311,34000000,193,35,3.0,4,20111125.68306011,23475000.0
312,4390000,80,0,3.0,3,6559200.238609113,4988341.164705883
313,7650000,85,12,3.0,3,7962301.739130435,7841056.338028169
314,7000000,108,16,1.0,3,8397364.775800712,6540302.631578947
316,6500000,145,6,1.0,4,5297494.923337092,6343338.129496403
317,17950000,90,5,1.0,3,18766793.31306991,21011136.363636363
318,7300000,142,4,4.0,4,5749051.802409639,4665867.647058823
319,4100000,60,0,0.5,2,7962301.739130435,5226666.666666667
321,7500000,90,0,2.0,3,7962301.739130435,7948520.599250936
322,10750000,250,27,4.0,5,7962301.739130435,7948520.599250936
323,9800000,120,0,3.0,4,7962301.739130435,8532544.827586208
324,3350000,85,6,3.0,2,7736038.525691699,6884805.155844156
325,31250000,250,6,0.0,6,11259699.059561128,12709090.909090908
326,5105000,98,1,4.0,3,6106125.056426332,4985714.285714285
328,5750000,90,2,4.0,3,7437451.282051282,7921470.588235294
329,4250000,90,0,0.5,3,5547095.228571429,6063035.714285715
330,6189000,180,20,12.0,4,4970295.55403868,6057293.357798165
331,25750000,250,8,12.0,5,18766793.31306991,20307026.315789472
333,1450000,85,5,3.0,2,2769582.4657534244,2551203.6481481483
334,11300000,130,0,5.0,3,8397364.775800712,11202090.0
336,4150000,90,12,0.5,3,8508896.555172414,5710389.610389611
337,7750000,95,0,4.0,3,7962301.739130435,9215404.624277456
339,6750000,130,41,3.0,4,18766793.31306991,10494230.76923077
340,4275000,95,30,3.0,3,8397364.775800712,3658924.0506329113
341,4200000,128,12,12.0,4,5848907.837837838,5445714.285714285
343,7200000,75,4,2.0,3,7962301.739130435,8317777.777777778
344,2850000,55,10,0.5,2,5749051.802409639,3768709.677419354
345,5110000,150,7,1.0,5,7340518.640677966,7470257.142857143
346,8250000,150,30,2.0,4,8397364.775800712,10352631.578947367
347,27950000,150,12,6.0,4,18766793.31306991,20307026.315789472
348,8590000,125,0,4.0,3,7962301.739130435,7841056.338028169
349,3550000,80,0,1.0,3,5749051.802409639,5049988.159763314
350,11499000,180,26,1.0,5,8397364.775800712,6772875.166666667
352,3100000,80,9,0.0,3,5749051.802409639,4665867.647058823
353,7200000,110,7,0.0,3,8397364.775800712,6994235.820895523
354,5250000,95,35,0.0,3,4871095.435684647,6215217.391304348
355,7300000,80,0,1.0,3,7962301.739130435,8532544.827586208
356,27500000,160,5,9.0,4,18766793.31306991,20307026.315789472
357,9350000,102,5,2.0,3,7962301.739130435,9215404.624277456
358,5850000,145,4,3.0,4,5749051.802409639,4665867.647058823
359,5450000,90,5,8.0,3,7962301.739130435,5226666.666666667
360,11750000,150,15,3.0,4,7962301.739130435,7948520.599250936
361,9350000,100,4,2.0,3,7962301.739130435,9215404.624277456
362,6650000,80,5,0.0,3,7962301.739130435,7948520.599250936
363,5250000,85,6,0.5,2,7962301.739130435,6870747.126436782
365,2725000,101,10,3.0,3,2769582.4657534244,2551203.6481481483
367,1450000,75,5,4.0,2,2769582.4657534244,4676827.383297645
368,6750000,125,0,4.0,4,5297494.923337092,6343338.129496403
369,1950000,85,28,6.0,3,6559200.238609113,4462624.113475177
370,12300000,85,0,8.0,3,18766793.31306991,20307026.315789472
371,13950000,83,0,7.0,3,18766793.31306991,17185621.62162162
372,4040000,120,0,0.5,3,3987994.5945945946,4813397.435897436
373,9680000,160,23,2.0,4,7962301.739130435,8532544.827586208
374,21500000,160,30,0.0,4,20111125.68306011,24090384.615384616
375,16950000,120,17,0.5,4,18766793.31306991,20307026.315789472
376,3975000,75,40,3.0,3,18840772.21851852,7868629.62962963
377,2480000,85,10,0.5,3,4138010.251282051,7672148.4375
378,5600000,60,45,1.0,2,10309326.797385622,6525000.0
379,2750000,85,50,4.0,3,4254808.612440191,3666525.423728813
381,4850000,150,45,1.0,5,4254808.612440191,4012796.610169492
382,3650000,90,34,6.0,3,5749051.802409639,6577302.325581395
383,4050000,135,0,3.0,4,4818179.634730539,3637062.5
384,3700000,125,5,0.5,4,7437451.282051282,5049988.159763314
385,3000000,95,30,3.0,3,3909949.1525423727,3014285.714285714
386,7700000,115,13,0.0,4,8508896.555172414,8331538.461538462
387,3150000,65,31,2.0,3,11259699.059561128,10905714.285714284
388,18900000,196,11,4.0,5,9683732.91925466,21864065.93406593
389,13250000,180,30,0.0,5,16676002.409638554,24290404.04040404
391,14200000,110,2,0.0,3,18766793.31306991,26454424.778761063
392,8000000,130,25,-1.0,4,18840772.21851852,7868629.62962963
393,12900000,145,0,4.0,5,7962301.739130435,9215404.624277456
394,6200000,160,0,5.0,5,4138010.251282051,3517362.068965517
395,8750000,90,4,3.0,3,7962301.739130435,7948520.599250936
396,6750000,90,0,0.0,3,7962301.739130435,7841056.338028169
398,1679000,89,7,3.0,2,4970295.55403868,4676827.383297645
399,7700000,90,12,3.0,3,7962301.739130435,7948520.599250936
400,12000000,150,0,4.0,4,7962301.739130435,8532544.827586208
401,3850000,90,5,0.5,3,5547095.228571429,5675000.0
403,1450000,170,0,1.0,5,4970295.55403868,1957914.2571428567
404,4500000,150,21,4.0,4,6106125.056426332,7750904.714285715
405,3850000,75,0,-1.0,2,18840772.21851852,10476923.076923076
407,1950000,110,50,4.0,3,5749051.802409639,4267661.957746479
408,2650000,100,28,3.0,3,4871095.435684647,4610769.230769231
409,4100000,110,0,3.0,3,3987994.5945945946,4813397.435897436
410,24500000,148,8,8.0,4,18766793.31306991,28832777.777777776
412,2700000,110,31,1.0,3,4871095.435684647,4813621.621621622
413,4175000,130,5,1.0,4,6106125.056426332,4510714.285714285
414,2490000,90,16,0.5,3,4138010.251282051,3517362.068965517
416,7500000,205,0,5.0,5,5478152.10355987,4833846.153846154
417,3450000,105,24,1.0,3,5478152.10355987,3784000.0
418,4500000,95,0,4.0,3,5367273.031914894,4257500.0
419,9600000,115,9,3.0,3,8508896.555172414,8019684.777173913
422,9100000,110,3,4.0,4,7962301.739130435,8532544.827586208
423,12900000,130,4,7.0,4,7962301.739130435,9986363.636363637
424,24300000,165,19,1.0,5,18766793.31306991,20307026.315789472
425,1679000,90,6,3.0,2,4970295.55403868,4676827.383297645
426,4750000,83,0,3.0,3,5749051.802409639,4665867.647058823
427,11900000,125,5,2.0,4,9683732.91925466,21864065.93406593
428,12500000,95,0,5.0,3,18766793.31306991,15964615.384615384
429,4000000,82,0,3.0,3,6559200.238609113,4988341.164705883
430,4780000,95,3,0.0,2,7962301.739130435,7841056.338028169
431,4780000,55,8,0.0,2,7962301.739130435,7841056.338028169
432,3300000,80,11,0.5,3,3987994.5945945946,4813397.435897436
433,6000000,90,30,3.0,3,18766793.31306991,16348132.231404958
434,4650000,160,16,1.0,4,4138010.251282051,3517362.068965517
435,8450000,245,0,3.0,7,5478152.10355987,6870747.126436782
436,2270000,90,10,-1.0,3,5478152.10355987,3784000.0
437,3650000,90,0,0.0,3,6559200.238609113,4462624.113475177
438,5500000,105,15,1.0,4,7962301.739130435,5809861.111111111
439,11250000,125,7,3.0,4,7962301.739130435,9215404.624277456
440,6150000,130,28,0.5,4,7962301.739130435,7841056.338028169
441,6250000,140,32,2.0,4,7962301.739130435,8532544.827586208
442,26000000,140,6,10.0,4,18766793.31306991,26454424.778761063
443,7900000,132,31,4.0,4,8397364.775800712,6994235.820895523
444,5000000,155,16,4.0,4,6106125.056426332,4956125.0
445,2780000,95,31,1.0,3,4871095.435684647,3137142.8571428573
447,6850000,115,0,1.0,4,5478152.10355987,6870747.126436782
448,6600000,120,27,2.0,4,7962301.739130435,9215404.624277456
449,1490000,100,11,4.0,3,4138010.251282051,2551203.6481481483
450,5500000,145,26,4.0,4,5297494.923337092,6343338.129496403
451,10500000,110,1,3.0,4,7962301.739130435,7841056.338028169
452,7250000,90,0,2.0,3,7962301.739130435,9215404.624277456
453,13500000,165,0,4.0,6,7962301.739130435,9074265.306122448
454,7500000,80,0,0.0,3,7962301.739130435,8532544.827586208
455,4500000,95,35,0.0,3,4871095.435684647,6215217.391304348
456,2500000,81,6,-1.0,3,9683732.91925466,6994235.820895523
458,1450000,90,28,0.5,3,6559200.238609113,4988341.164705883
459,1600000,100,26,0.0,3,4138010.251282051,6994235.820895523
460,1790000,100,11,0.0,3,4138010.251282051,3517362.068965517
461,2900000,130,26,1.0,4,4871095.435684647,6994235.820895523
462,14750000,220,0,4.0,6,7962301.739130435,7841056.338028169
463,7250000,145,0,2.0,4,6106125.056426332,4676827.383297645
464,3950000,95,31,3.0,2,7340518.640677966,8964375.0
465,17500000,120,21,12.0,4,18766793.31306991,21011136.363636363
466,10000000,130,30,2.0,4,8397364.775800712,19534782.60869565
467,3100000,100,31,3.0,3,4871095.435684647,4813621.621621622
468,2150000,135,26,0.5,4,4138010.251282051,6994235.820895523
469,2860000,110,4,1.0,3,4970295.55403868,4676827.383297645
470,5350000,200,11,3.0,6,4138010.251282051,3517362.068965517
471,2750000,70,4,-2.0,3,5749051.802409639,6994235.820895523
472,1800000,60,50,0.0,2,4254808.612440191,3978888.888888889
473,4800000,55,0,-1.0,2,8397364.775800712,6044116.504854369
474,1450000,60,15,0.0,3,3909949.1525423727,3547976.1904761903
475,6000000,180,28,5.0,4,6106125.056426332,8384230.692307692
476,1700000,80,26,3.0,3,4138010.251282051,6994235.820895523
477,1999999,110,4,1.0,3,2769582.4657534244,2620090.8181818184
478,5000000,70,2,12.0,2,5749051.802409639,5340163.265306123
479,4300000,85,10,2.0,3,9683732.91925466,4168547.619047619
480,9850000,165,5,9.0,4,7736038.525691699,7842480.0
481,4300000,140,26,5.0,5,5749051.802409639,4665867.647058823
482,2950000,120,11,0.5,4,5367273.031914894,6520022.704545454
483,2550000,135,26,3.0,4,4138010.251282051,6994235.820895523
484,3600000,85,26,4.0,3,10309326.797385622,4020238.095238095
485,1750000,60,30,3.0,2,6106125.056426332,4377777.777777778
486,2750000,70,4,-2.0,3,5749051.802409639,3863725.0
487,1450000,55,31,0.5,2,9683732.91925466,3925000.0
488,5950000,90,11,0.0,3,9683732.91925466,21864065.93406593
489,1800000,90,14,0.5,3,2769582.4657534244,3785787.8484848486
490,7200000,55,0,0.0,2,18766793.31306991,15964615.384615384
491,7400000,124,0,5.0,4,7736038.525691699,7842480.0
492,7750000,100,0,12.0,3,7962301.739130435,9215404.624277456
493,4350000,100,30,0.0,3,11259699.059561128,8086842.105263158
495,5200000,100,8,1.0,3,8397364.775800712,5218105.210526316
496,5800000,110,14,6.0,5,7340518.640677966,7626428.571428572
497,5900000,150,3,3.0,5,5478152.10355987,5041428.571428572
498,2750000,70,4,-2.0,3,5749051.802409639,5340163.265306123
499,5975000,111,12,3.0,4,5749051.802409639,4985416.666666667
500,6900000,100,30,3.0,3,11981780.303030305,12903979.591836736
501,2750000,78,1,2.0,2,4138010.251282051,6994235.820895523
504,1650000,70,7,6.0,2,2769582.4657534244,2668133.333333333
505,1999000,75,28,1.0,2,6106125.056426332,4956125.0
506,2825000,75,5,0.0,3,4138010.251282051,6994235.820895523
507,4675000,100,30,0.5,3,7962301.739130435,8532544.827586208
508,2750000,90,0,-1.0,3,4254808.612440191,4342142.857142857
509,3500000,65,15,5.0,2,5749051.802409639,5525100.0
510,2750000,75,45,1.0,2,4254808.612440191,3833292.682926829
511,1475000,80,30,0.0,2,5478152.10355987,5945086.956521739
512,16900000,115,13,5.0,3,18840772.21851852,26377954.545454547
513,2900000,80,26,1.0,3,4871095.435684647,4330600.0
514,22500000,185,40,5.0,4,18840772.21851852,25264571.42857143
515,1800000,75,40,0.5,2,4254808.612440191,3709696.9696969697
518,3850000,80,28,9.0,2,6106125.056426332,7750904.714285715
519,3250000,90,50,1.0,3,4254808.612440191,3709696.9696969697
521,7500000,85,35,0.5,3,11981780.303030305,17206197.183098592
523,6950000,115,0,5.0,3,5297494.923337092,4811928.571428572
525,7650000,150,26,4.0,4,7962301.739130435,7841056.338028169
526,3050000,115,14,4.0,4,3987994.5945945946,3598055.5555555555
527,1550000,65,36,3.0,2,6106125.056426332,3214278.571428572
528,5700000,95,4,6.0,3,5848907.837837838,4811928.571428572
529,14750000,125,0,3.0,4,18766793.31306991,17185621.62162162
530,4000000,85,43,1.0,3,11259699.059561128,5508072.727272728
531,5700000,110,8,4.0,3,7962301.739130435,5410937.5
532,4495000,94,9,3.0,3,6559200.238609113,3409197.662790697
534,4500000,120,0,2.0,4,3884916.195530726,3640600.0
535,12500000,125,0,2.0,4,11259699.059561128,8378260.869565218
536,3500000,68,14,1.0,3,7754128.301886792,4979515.121212121
539,5950000,100,24,3.0,3,9683732.91925466,4218000.0
540,2950000,110,13,1.0,3,2769582.4657534244,2400588.2352941176
542,2950000,130,20,2.0,4,4138010.251282051,3539500.0
543,24500000,165,35,11.0,5,18766793.31306991,17185621.62162162
544,5150000,105,12,8.0,3,7340518.640677966,4811904.761904762
545,7800000,137,10,3.0,4,4547597.902097902,4811928.571428572
547,3900000,60,0,0.5,3,7437451.282051282,8462500.0
548,3250000,92,4,5.0,3,3987994.5945945946,6835168.0
549,1500000,90,11,0.0,3,2769582.4657534244,5057080.0
550,8150000,132,45,1.0,4,18766793.31306991,10189857.142857144
551,15750000,110,7,4.0,3,18766793.31306991,21011136.363636363
552,8750000,135,5,17.0,3,7736038.525691699,9194069.76744186
555,3650000,75,40,2.0,3,11259699.059561128,5508072.727272728
556,10750000,155,28,14.0,4,18766793.31306991,20307026.315789472
558,4125000,110,25,2.0,4,7340518.640677966,3428043.4782608696
559,7650000,96,8,2.0,3,8011979.826612903,6994235.820895523
560,2250000,75,28,4.0,3,8397364.775800712,6772875.166666667
561,4000000,85,0,2.0,3,6559200.238609113,3409197.662790697
562,3000000,60,2,0.5,2,9683732.91925466,6419555.555555556
563,6500000,98,9,7.0,3,5848907.837837838,6471745.098039215
564,7000000,130,0,2.0,4,5478152.10355987,6870747.126436782
565,3495000,65,5,0.0,3,9683732.91925466,6419555.555555556
566,4550000,80,0,4.0,3,6559200.238609113,4249098.484848484
567,19500000,125,8,10.0,4,18766793.31306991,20307026.315789472
568,2350000,70,13,0.0,3,6559200.238609113,5049988.159763314
569,29250000,145,8,3.0,4,18766793.31306991,26454424.778761063
570,15500000,106,40,2.0,4,18840772.21851852,25264571.42857143
571,8500000,220,0,5.0,6,5478152.10355987,6870747.126436782
572,24150000,131,10,8.0,3,20111125.68306011,21143846.153846152
573,11000000,190,0,5.0,5,6106125.056426332,8019684.777173913
574,5195000,85,2,1.0,7,5297494.923337092,6343338.129496403
575,4000000,100,33,3.0,3,7754128.301886792,7877575.757575758
576,3800000,83,11,0.5,3,8011979.826612903,5899931.034482759
577,25950000,140,0,2.0,2,18766793.31306991,28832777.777777776
578,4150000,96,12,1.0,3,7754128.301886792,5008703.703703703
579,7000000,140,30,3.0,4,5749051.802409639,5340163.265306123
580,3850000,85,25,6.0,3,6106125.056426332,6086363.590909091
581,4000000,102,25,8.0,4,7340518.640677966,5071440.677966102
582,1750000,100,5,3.0,3,2769582.4657534244,2241192.821428572
583,8500000,275,20,14.0,5,4970295.55403868,6134857.085714285
585,4250000,140,10,2.0,4,6106125.056426332,6910538.461538462
586,26950000,135,6,9.0,4,18766793.31306991,21011136.363636363
587,5250000,185,22,5.0,4,4970295.55403868,6057293.357798165
589,4550000,95,6,7.0,3,5297494.923337092,4706222.804347826
590,13500000,140,34,1.0,4,18766793.31306991,11202090.0
591,2250000,70,12,0.5,2,6559200.238609113,4676827.383297645
593,5550000,100,1,2.0,3,7736038.525691699,7842480.0
594,18500000,200,0,5.0,5,11259699.059561128,15475294.11764706
595,7400000,120,22,5.0,4,8508896.555172414,8331538.461538462
597,2450000,110,22,5.0,4,8397364.775800712,3658924.0506329113
598,4400000,77,0,0.5,3,7437451.282051282,6545000.0
599,3750000,77,7,2.0,3,5367273.031914894,4706222.804347826
600,6750000,96,2,2.0,3,5848907.837837838,11314807.692307692
601,2825000,55,10,-1.0,2,5749051.802409639,5525100.0
606,15500000,125,5,4.0,4,18766793.31306991,20307026.315789472
609,6950000,120,3,1.0,3,7437451.282051282,6545000.0
611,2800000,115,27,5.0,4,4547597.902097902,2762142.8571428573
612,3575000,90,9,3.0,3,3909949.1525423727,3637750.0
613,1590000,120,0,3.0,3,2769582.4657534244,3705249.9285714286
614,2850000,85,40,1.0,3,4254808.612440191,3833292.682926829
615,4245000,110,0,3.0,3,4059405.832635984,4810000.0
616,8950000,61,11,3.0,2,18766793.31306991,17185621.62162162
617,8450000,75,5,0.0,3,18766793.31306991,17185621.62162162
619,25950000,130,1,2.0,3,18766793.31306991,28832777.777777776
620,2350000,95,10,1.0,3,3987994.5945945946,2523333.333333333
621,6500000,75,1,0.0,3,7962301.739130435,7948520.599250936
622,15250000,125,40,5.0,4,18766793.31306991,10189857.142857144
623,14500000,150,39,6.0,4,8397364.775800712,10199500.0
624,5750000,180,4,-0.5,6,8397364.775800712,5261538.442307692
625,2800000,90,26,3.0,3,4059405.832635984,3376500.0
626,6250000,120,8,3.0,4,8508896.555172414,6369733.333333333
627,9000000,165,8,3.0,5,10309326.797385622,6807142.857142857
628,3000000,100,21,1.0,3,4138010.251282051,3517362.068965517
629,7300000,120,4,2.0,3,5297494.923337092,6343338.129496403
630,7500000,120,4,3.0,4,8011979.826612903,6513571.428571428
631,3595000,75,12,1.0,3,5749051.802409639,3325714.2678571427
632,14850000,275,11,5.0,7,7962301.739130435,8532544.827586208
634,5900000,85,3,1.0,3,5848907.837837838,12699506.787330316
635,4650000,132,16,3.0,4,3884916.195530726,3555380.9523809524
636,27500000,275,0,4.0,7,11259699.059561128,15475294.11764706
637,2200000,120,8,0.0,3,2769582.4657534244,7841056.338028169
638,6750000,110,19,2.0,4,11259699.059561128,5315957.44680851
640,2950000,55,0,0.0,2,11259699.059561128,12979615.384615384
641,3800000,65,35,0.5,3,8397364.775800712,4045456.5217391294
642,6000000,120,26,6.0,4,5749051.802409639,6577302.325581395
643,7500000,275,23,6.0,7,6106125.056426332,7750904.714285715
644,4950000,210,25,3.0,4,4138010.251282051,3856060.2168674697
645,2290000,100,0,2.0,3,2769582.4657534244,2487814.777777778
647,7650000,115,23,1.0,4,16676002.409638554,10557678.57142857
648,4975000,150,0,4.0,5,6559200.238609113,4249098.484848484
649,4150000,87,7,1.0,3,5749051.802409639,5026250.0
