price,m2,age,floor,total_room,district_encoded,neighbor_encoded
3500000,160,0,0.0,4,2769582.4657534244,2304849.7333333334
1450000,60,7,7.0,2,2769582.4657534244,3409197.662790697
7150000,130,33,1.0,4,18766793.31306991,13471150.0
5400000,100,35,1.0,4,18766793.31306991,14403960.0
8450000,130,2,4.0,4,11259699.059561128,7152941.176470588
16500000,130,0,8.0,4,18766793.31306991,17185621.62162162
4750000,85,0,3.0,3,6559200.238609113,4249098.484848484
6050000,95,0,4.0,3,5297494.923337092,6343338.129496403
6200000,120,34,6.0,4,7962301.739130435,8317777.777777778
10000000,130,50,1.0,4,18766793.31306991,10189857.142857144
3500000,100,26,3.0,3,5478152.10355987,4590144.913043479
2600000,95,16,3.0,2,9683732.91925466,5113928.571428572
3500000,170,25,5.0,4,5547095.228571429,6063035.714285715
15000000,230,0,5.0,7,11259699.059561128,5508072.727272728
2230000,65,4,1.0,2,4970295.55403868,3526234.2890625
6200000,100,11,0.5,3,11259699.059561128,9708000.0
7000000,80,31,0.5,2,10309326.797385622,7672148.4375
2650000,100,35,4.0,3,5297494.923337092,4706222.804347826
4995000,220,5,4.0,3,7962301.739130435,4627578.125
4900000,136,20,0.5,3,20111125.68306011,6815714.285714285
8950000,85,31,1.0,4,18840772.21851852,7868629.62962963
6500000,80,3,2.0,2,10309326.797385622,6236111.111111111
1450000,70,35,0.0,2,6559200.238609113,4462624.113475177
2500000,85,23,2.0,3,8397364.775800712,3658924.0506329113
2550000,100,37,-0.5,4,11259699.059561128,5315957.44680851
4800000,180,5,4.0,6,4547597.902097902,17185621.62162162
8500000,100,31,3.0,4,8397364.775800712,15607894.736842103
7000000,97,0,3.0,3,2769582.4657534244,3705249.9285714286
2100000,140,16,3.0,3,7736038.525691699,2283333.333333333
2000000,75,26,3.0,3,4254808.612440191,3832500.0
3000000,100,1,0.0,3,3987994.5945945946,6835168.0
4425000,80,8,3.0,2,5749051.802409639,6577302.325581395
9350000,80,5,2.0,3,7962301.739130435,9215404.624277456
3750000,85,18,0.0,3,8397364.775800712,5232405.405405405
2900000,55,30,-2.0,2,18840772.21851852,13705463.157894736
3850000,90,11,-1.0,3,5749051.802409639,4367115.384615385
2850000,65,0,0.0,3,4871095.435684647,4191666.6666666665
16500000,87,0,6.0,3,18840772.21851852,11160270.27027027
13500000,130,21,0.0,4,16676002.409638554,24290404.04040404
13000000,90,0,7.0,3,18766793.31306991,15964615.384615384
9500000,100,3,4.0,2,18766793.31306991,12709090.909090908
5250000,120,31,0.0,3,18766793.31306991,10189857.142857144
3000000,80,2,2.0,3,3987994.5945945946,4535961.538461538
2800000,55,8,0.0,4,8397364.775800712,6772875.166666667
7100000,90,27,1.0,3,18840772.21851852,13705463.157894736
9500000,157,0,0.0,4,6559200.238609113,6188653.333333333
3899999,95,7,4.0,3,4059405.832635984,6596428.428571428
6500000,100,35,-1.0,3,4254808.612440191,4143333.3333333335
4250000,75,13,15.0,2,4547597.902097902,5023333.333333333
2150000,55,13,5.0,2,2769582.4657534244,2863687.34375
41000000,221,15,5.0,5,18840772.21851852,32659285.714285716
5500000,85,15,5.0,3,8397364.775800712,6540302.631578947
41000000,210,2,1.0,5,15576012.658227848,36005000.0
2149000,85,1,0.5,2,2769582.4657534244,2766812.5
4500000,85,50,2.0,3,18840772.21851852,19328387.06451613
2900000,65,8,0.5,2,5749051.802409639,3863725.0
2950000,70,35,-1.0,2,8397364.775800712,5057080.0
2250000,150,25,12.0,4,4138010.251282051,3517362.068965517
10000000,140,28,1.0,4,6559200.238609113,12699506.787330316
3100000,120,21,0.0,3,5749051.802409639,5525100.0
2000000,64,29,-0.5,3,11259699.059561128,9708000.0
1450000,65,30,5.0,2,5749051.802409639,3325714.2678571427
8500000,100,4,2.0,4,5848907.837837838,4787375.0
1450000,75,10,0.0,2,5297494.923337092,5071440.677966102
8000000,100,31,2.0,3,8397364.775800712,10352631.578947367
5100000,110,3,2.0,3,4138010.251282051,6994235.820895523
20000000,220,5,7.0,4,7736038.525691699,6884805.155844156
6100000,140,0,4.0,5,4871095.435684647,4191666.6666666665
6500000,155,5,3.0,4,3909949.1525423727,3547976.1904761903
10150000,205,0,2.0,4,4970295.55403868,6794736.52631579
23950000,110,9,1.0,3,18766793.31306991,28832777.777777776
2450000,95,26,2.0,3,5478152.10355987,5945086.956521739
4200000,125,30,4.0,4,5749051.802409639,3768709.677419354
5500000,240,25,12.0,6,5478152.10355987,4590144.913043479
4500000,100,16,0.0,3,5297494.923337092,5730666.666666667
2340000,80,30,0.5,3,5547095.228571429,6063035.714285715
4250000,135,21,6.0,4,7437451.282051282,7890655.172413793
2050000,55,30,-1.0,2,5749051.802409639,5340163.265306123
15850000,198,5,4.0,6,4970295.55403868,6057293.357798165
4300000,190,0,4.0,6,3987994.5945945946,3598055.5555555555
5450000,170,5,0.0,6,4970295.55403868,3526234.2890625
2675000,75,8,0.5,3,3884916.195530726,4168547.619047619
2300000,95,21,1.0,2,3909949.1525423727,3497714.285714286
6199999,230,0,6.0,6,4970295.55403868,3526234.2890625
19500000,220,6,10.0,5,18766793.31306991,13471150.0
4199999,130,25,2.0,3,4059405.832635984,3597857.0793650798
4300000,90,11,0.5,3,8397364.775800712,6745350.0
12500000,185,2,5.0,6,7340518.640677966,7470257.142857143
6700000,80,0,1.0,3,7962301.739130435,5226666.666666667
12500000,190,2,7.0,4,4970295.55403868,4676827.383297645
9700000,145,13,2.0,4,11259699.059561128,4676827.383297645
7000000,85,7,9.0,3,7340518.640677966,6367307.692307692
6290000,135,5,3.0,4,3909949.1525423727,4718000.0
7500000,125,11,2.0,5,5848907.837837838,12699506.787330316
6000000,125,35,0.5,4,18766793.31306991,6243333.333333333
4390000,160,12,12.0,5,5749051.802409639,4267661.957746479
5000000,120,28,1.0,4,11259699.059561128,5315957.44680851
3500000,100,11,1.0,3,5848907.837837838,4219062.5
15050000,150,35,0.0,4,11981780.303030305,12903979.591836736
4000000,80,5,1.0,3,5749051.802409639,4985416.666666667
22500000,110,5,8.0,4,18766793.31306991,26454424.778761063
9250000,120,21,3.0,4,18766793.31306991,16348132.231404958
3200000,275,31,12.0,5,4138010.251282051,3856060.2168674697
2499000,90,0,3.0,3,2769582.4657534244,2487814.777777778
8550000,195,15,5.0,4,4970295.55403868,6057293.357798165
7500000,90,31,0.0,3,18766793.31306991,10189857.142857144
3550000,168,0,3.0,4,5297494.923337092,5071440.677966102
3950000,75,40,0.0,3,18840772.21851852,8514000.0
3500000,110,28,3.0,4,8397364.775800712,3658924.0506329113
6700000,110,26,0.0,4,18766793.31306991,10189857.142857144
5900000,90,16,3.0,3,8508896.555172414,8568181.818181818
1829000,110,5,6.0,3,2769582.4657534244,3409197.662790697
5500000,145,21,1.0,4,4970295.55403868,6134857.085714285
1950000,100,25,0.0,3,5297494.923337092,4438371.212121212
27650000,110,11,9.0,4,18766793.31306991,28832777.777777776
21450000,150,5,3.0,4,18766793.31306991,28832777.777777776
2230000,80,8,0.5,3,2769582.4657534244,8019684.777173913
7250000,175,11,2.0,5,9683732.91925466,6419555.555555556
5300000,190,5,3.0,5,5297494.923337092,3367270.833333333
6650000,150,5,4.0,3,4970295.55403868,6057293.357798165
28000000,140,2,5.0,4,18766793.31306991,28832777.777777776
6500000,110,31,2.0,4,7962301.739130435,8317777.777777778
12250000,108,15,1.0,3,18766793.31306991,13471150.0
3700000,80,0,1.0,3,4818179.634730539,6835168.0
12600000,210,0,4.0,6,5297494.923337092,6343338.129496403
4450000,167,10,0.0,5,8011979.826612903,6076500.0
8750000,75,0,10.0,3,18766793.31306991,13471150.0
5900000,220,0,3.0,5,3884916.195530726,4153846.153846154
8300000,110,0,2.0,3,5749051.802409639,6577302.325581395
11900000,108,8,1.0,3,18766793.31306991,13471150.0
4100000,125,26,3.0,4,4547597.902097902,6136547.619047619
5700000,80,0,3.0,3,5367273.031914894,5177444.444444444
26000000,135,0,7.0,4,18766793.31306991,16348132.231404958
5200000,185,11,14.0,4,4970295.55403868,6057293.357798165
25000000,192,5,0.0,4,20111125.68306011,17206197.183098592
5480000,130,14,3.0,4,3909949.1525423727,3547976.1904761903
12000000,180,9,3.0,5,5749051.802409639,6577302.325581395
8750000,85,5,0.0,2,16676002.409638554,11431250.0
13650000,275,13,5.0,7,5297494.923337092,6343338.129496403
12000000,150,32,3.0,4,16676002.409638554,18666176.47058824
2619999,110,4,8.0,3,2769582.4657534244,3705249.9285714286
3739999,125,0,1.0,3,4970295.55403868,6487466.45
29500000,225,7,12.0,5,18766793.31306991,17185621.62162162
41000000,225,5,6.0,5,18766793.31306991,26454424.778761063
20500000,250,13,1.0,5,7437451.282051282,11038888.888888888
7990000,130,11,9.0,4,5297494.923337092,4811928.571428572
5495000,120,0,9.0,4,5848907.837837838,5169000.0
9550000,90,0,8.0,3,7962301.739130435,9074265.306122448
4000000,90,11,12.0,3,3909949.1525423727,3637750.0
32200000,170,50,5.0,4,10309326.797385622,14869047.61904762
25250000,145,7,2.0,4,16676002.409638554,23006896.55172414
28000000,130,0,7.0,4,18766793.31306991,20307026.315789472
3000000,140,30,5.0,4,3987994.5945945946,2833333.333333333
7500000,210,13,5.0,5,5547095.228571429,6063035.714285715
10500000,140,0,5.0,4,11259699.059561128,8567391.304347826
8000000,125,7,3.0,4,7962301.739130435,7948520.599250936
7250000,65,0,0.0,3,7962301.739130435,7841056.338028169
3450000,75,12,3.0,3,8508896.555172414,4426956.521739131
32750000,120,0,5.0,4,18766793.31306991,26454424.778761063
12500000,150,32,4.0,4,18766793.31306991,11202090.0
4500000,78,30,1.0,3,7962301.739130435,7948520.599250936
9450000,100,0,0.5,3,18766793.31306991,20307026.315789472
6550000,200,1,2.0,6,7736038.525691699,3928950.0
6600000,90,4,0.5,3,7962301.739130435,9215404.624277456
29500000,200,0,14.0,5,18766793.31306991,16348132.231404958
10750000,200,0,5.0,6,5297494.923337092,6343338.129496403
5750000,160,10,2.0,4,6106125.056426332,4676827.383297645
6250000,167,5,5.0,4,4970295.55403868,6057293.357798165
18000000,140,19,3.0,3,10309326.797385622,7672148.4375
5950000,105,10,2.0,3,8011979.826612903,6835168.0
2350000,70,2,0.5,2,5297494.923337092,4676827.383297645
32250000,275,5,3.0,5,18840772.21851852,26377954.545454547
6200000,250,13,12.0,7,5478152.10355987,5041428.571428572
2475000,85,31,1.0,3,10309326.797385622,6236111.111111111
11500000,120,21,3.0,4,18840772.21851852,11160270.27027027
4650000,90,18,2.0,3,7754128.301886792,6326666.666666667
3350000,95,35,2.0,3,4254808.612440191,4063465.3465346536
1650000,95,27,2.0,3,3987994.5945945946,4706222.804347826
8450000,145,35,3.0,4,7962301.739130435,7841056.338028169
16000000,81,2,5.0,4,18840772.21851852,10476923.076923076
3500000,95,30,2.0,3,7754128.301886792,7877575.757575758
1450000,85,28,3.0,3,5297494.923337092,5071440.677966102
24000000,150,0,7.0,4,18766793.31306991,20307026.315789472
9500000,84,10,5.0,2,20111125.68306011,16373294.871794872
7500000,90,45,0.0,2,10309326.797385622,7672148.4375
4000000,65,0,0.5,3,5297494.923337092,4409719.101123596
12000000,118,5,16.0,3,7754128.301886792,7877575.757575758
2970000,90,8,0.5,3,4547597.902097902,3428043.4782608696
5195000,70,5,0.5,2,11259699.059561128,11277812.5
4500000,100,8,2.0,3,4970295.55403868,6057293.357798165
7500000,165,0,12.0,5,6559200.238609113,5049988.159763314
5500000,125,11,4.0,4,3909949.1525423727,6835168.0
2750000,80,40,0.5,3,4254808.612440191,3833292.682926829
2350000,65,35,3.0,3,4254808.612440191,3666525.423728813
5450000,90,25,0.5,3,8397364.775800712,6772875.166666667
6500000,80,45,3.0,2,16676002.409638554,6142727.2727272725
4000000,75,0,-1.0,3,5749051.802409639,4438371.212121212
8500000,115,31,2.0,4,16676002.409638554,18666176.47058824
35000000,136,0,11.0,4,18766793.31306991,28832777.777777776
2500000,85,34,1.0,3,6559200.238609113,4462624.113475177
2300000,105,26,5.0,3,4547597.902097902,3187916.6666666665
3500000,130,26,4.0,4,4547597.902097902,7841056.338028169
12000000,108,50,3.0,4,18840772.21851852,25311428.57142857
2675000,80,5,0.0,2,7962301.739130435,5226666.666666667
5100000,127,1,2.0,3,4970295.55403868,5269146.553333334
2250000,95,26,3.0,3,4138010.251282051,7672148.4375
3500000,125,31,1.0,4,4254808.612440191,3666525.423728813
2550000,95,0,2.0,3,2769582.4657534244,8458499.964285715
23500000,164,2,2.0,4,16676002.409638554,18666176.47058824
8500000,120,33,1.0,4,6559200.238609113,12699506.787330316
4000000,87,11,3.0,3,5749051.802409639,10140060.606060604
4700000,100,45,2.0,3,4254808.612440191,4063465.3465346536
9450000,75,4,0.5,3,18766793.31306991,21011136.363636363
14500000,145,0,6.0,5,5848907.837837838,6471745.098039215
7000000,75,40,1.0,3,18840772.21851852,19328387.06451613
19500000,120,50,12.0,2,8397364.775800712,15607894.736842103
5899000,160,13,4.0,5,4059405.832635984,3901777.777777778
10000000,148,5,14.0,4,6559200.238609113,8573454.545454545
10500000,80,5,1.0,2,20111125.68306011,21143846.153846152
2725000,80,40,4.0,3,5297494.923337092,3187916.6666666665
3600000,55,31,17.0,2,5297494.923337092,9753616.279069768
2000000,80,33,2.0,3,5297494.923337092,4438371.212121212
6250000,85,0,3.0,3,7437451.282051282,7430250.0
3200000,70,40,0.5,2,10309326.797385622,4020238.095238095
3150000,105,0,1.0,4,8397364.775800712,6044116.504854369
1530000,70,31,4.0,2,3909949.1525423727,3497714.285714286
8250000,90,31,0.5,4,11981780.303030305,17206197.183098592
21000000,211,10,5.0,6,20111125.68306011,17814285.714285713
24000000,145,0,7.0,4,18766793.31306991,28832777.777777776
10250000,115,21,0.0,3,10309326.797385622,7672148.4375
4000000,90,4,2.0,3,5297494.923337092,6343338.129496403
4100000,125,31,3.0,4,10309326.797385622,3550000.0
4000000,60,0,1.0,3,9683732.91925466,4477352.94117647
29500000,150,0,12.0,4,18766793.31306991,21011136.363636363
6400000,110,21,0.5,4,15576012.658227848,8063043.478260869
1850000,80,5,0.5,2,2769582.4657534244,2772500.0
2650000,72,26,-1.0,3,9683732.91925466,5651666.666666667
7600000,130,31,2.0,4,18766793.31306991,16348132.231404958
5400000,144,30,1.0,4,5547095.228571429,4979515.121212121
2350000,60,11,0.5,2,5478152.10355987,6994235.820895523
3300000,85,40,2.0,3,4254808.612440191,3709696.9696969697
2100000,55,30,9.0,3,4254808.612440191,3978888.888888889
33000000,140,0,3.0,4,18840772.21851852,19328387.06451613
3950000,67,0,4.0,2,6559200.238609113,4676827.383297645
4550000,108,0,3.0,3,5478152.10355987,6870747.126436782
6500000,70,3,1.0,3,7437451.282051282,7921470.588235294
2700000,115,28,12.0,3,4059405.832635984,4326578.947368421
2650000,130,26,0.5,4,4138010.251282051,3539500.0
1799000,80,4,0.5,2,2769582.4657534244,2304849.7333333334
8750000,110,34,4.0,4,8397364.775800712,10352631.578947367
27500000,155,7,9.0,4,18766793.31306991,20307026.315789472
7500000,170,15,4.0,7,8508896.555172414,4426956.521739131
4200000,98,5,0.5,3,5848907.837837838,5276792.333333333
10950000,90,8,-2.0,3,18766793.31306991,21011136.363636363
8700000,128,0,0.5,5,4254808.612440191,4012796.610169492
37900000,165,4,2.0,4,18766793.31306991,26454424.778761063
3260000,130,0,0.5,4,5367273.031914894,4884594.567567567
17450000,90,2,0.5,3,18766793.31306991,21011136.363636363
2980000,110,2,1.0,3,2769582.4657534244,2487814.777777778
16850000,130,6,1.0,4,18766793.31306991,17185621.62162162
4500000,85,15,1.0,3,9683732.91925466,4300000.0
10000000,173,0,5.0,6,5877304.964539007,6745350.0
9750000,145,35,1.0,4,18766793.31306991,15964615.384615384
8150000,140,8,6.0,5,7962301.739130435,6826884.057971015
3000000,110,0,1.0,3,2769582.4657534244,2487814.777777778
2499000,120,7,3.0,2,2769582.4657534244,2304849.7333333334
23950000,150,9,7.0,4,18766793.31306991,17185621.62162162
6600000,90,4,3.0,3,7962301.739130435,9215404.624277456
6500000,155,0,4.0,5,6559200.238609113,4988341.164705883
7950000,135,4,0.0,5,7001761.904761905,10352631.578947367
6750000,85,0,0.0,3,7962301.739130435,7841056.338028169
38750000,180,5,8.0,5,18766793.31306991,28832777.777777776
8650000,110,0,1.0,4,3909949.1525423727,6136547.619047619
25000000,230,24,0.5,5,16676002.409638554,24290404.04040404
6400000,129,3,4.0,4,4871095.435684647,6994235.820895523
5500000,165,15,13.0,4,4970295.55403868,6134857.085714285
2900000,70,0,0.0,2,5478152.10355987,6870747.126436782
3150000,100,0,0.5,3,2769582.4657534244,4627249.928571428
25500000,180,19,1.0,5,18766793.31306991,20307026.315789472
3995000,135,1,2.0,4,5367273.031914894,4257500.0
7749000,220,3,4.0,6,4970295.55403868,6487466.45
6100000,170,5,4.0,6,4871095.435684647,4740909.090909091
1710000,120,0,1.0,3,4970295.55403868,3526234.2890625
10000000,90,35,3.0,3,16676002.409638554,9370454.545454543
2680000,90,50,5.0,3,6559200.238609113,4676827.383297645
5999999,220,0,5.0,7,4970295.55403868,6057293.357798165
3550000,115,0,1.0,3,4970295.55403868,4676827.383297645
8800000,120,31,0.0,4,18766793.31306991,10189857.142857144
2600000,85,29,2.0,3,7754128.301886792,5660806.451612903
4500000,125,40,2.0,4,4254808.612440191,4670000.0
5500000,85,0,2.0,3,5297494.923337092,4409719.101123596
9650000,130,21,3.0,4,8397364.775800712,10199500.0
30000000,120,4,8.0,3,8397364.775800712,19534782.60869565
13750000,100,35,0.5,3,18840772.21851852,25264571.42857143
5250000,130,10,0.0,4,6106125.056426332,4706222.804347826
3500000,70,0,2.0,2,3909949.1525423727,3428043.4782608696
6500000,100,40,0.0,3,18840772.21851852,8292105.263157895
15000000,120,7,6.0,3,5749051.802409639,10140060.606060604
3100000,80,35,1.0,3,10309326.797385622,4020238.095238095
7850000,192,5,1.0,5,7736038.525691699,9194069.76744186
7700000,135,16,3.0,4,7736038.525691699,10263125.0
11950000,58,6,8.0,2,18766793.31306991,17185621.62162162
4000000,110,0,2.0,3,5297494.923337092,4769333.333333333
8450000,145,30,3.0,4,7962301.739130435,7841056.338028169
25000000,196,5,12.0,5,20111125.68306011,17814285.714285713
12500000,200,0,3.0,6,8011979.826612903,6994235.820895523
3100000,80,0,1.0,3,4059405.832635984,3746428.5714285714
7250000,115,26,1.0,4,11259699.059561128,4676827.383297645
2499999,110,0,2.0,3,2769582.4657534244,2304849.7333333334
6950000,150,26,12.0,4,15576012.658227848,8063043.478260869
8000000,125,0,4.0,4,8011979.826612903,6835168.0
2350000,95,21,5.0,3,4547597.902097902,17185621.62162162
7000000,120,0,8.0,4,5297494.923337092,4676827.383297645
5450000,110,5,1.0,4,7962301.739130435,5226666.666666667
7500000,125,28,2.0,4,18766793.31306991,9520094.33962264
5100000,159,17,3.0,4,4138010.251282051,3517362.068965517
4200000,85,0,-2.0,3,5749051.802409639,4438371.212121212
6250000,135,0,-1.0,4,5367273.031914894,6520022.704545454
5500000,75,30,-2.0,2,10309326.797385622,7672148.4375
4150000,130,0,1.0,3,4970295.55403868,6057293.357798165
4000000,90,40,1.0,3,4254808.612440191,3666525.423728813
9500000,110,8,3.0,4,8508896.555172414,6369733.333333333
12500000,118,11,2.0,3,9683732.91925466,21864065.93406593
2050000,95,5,3.0,3,2769582.4657534244,2699238.095238095
8000000,120,35,3.0,4,11981780.303030305,12903979.591836736
6000000,115,40,1.0,4,7754128.301886792,5215789.47368421
3200000,90,30,4.0,3,5749051.802409639,3768709.677419354
5250000,110,21,2.0,4,11259699.059561128,11955263.157894736
6500000,70,1,4.0,3,11259699.059561128,11955263.157894736
8850000,157,5,9.0,4,4547597.902097902,5023333.333333333
4700000,90,0,3.0,3,4138010.251282051,3856060.2168674697
3500000,75,5,12.0,3,3884916.195530726,3500000.0
16000000,185,50,3.0,5,10309326.797385622,13097000.0
12000000,165,29,1.0,4,4871095.435684647,9461111.111111112
2300000,75,35,4.0,3,4254808.612440191,3833292.682926829
2690000,85,26,0.0,3,3987994.5945945946,15513333.333333334
4500000,55,45,12.0,2,10309326.797385622,13097000.0
12600000,200,5,7.0,5,7736038.525691699,7842480.0
5450000,130,11,4.0,4,3909949.1525423727,6835168.0
30000000,248,0,5.0,5,8011979.826612903,10383222.111111112
6500000,180,12,12.0,6,6106125.056426332,4985714.285714285
3840000,96,0,2.0,3,5367273.031914894,3901777.777777778
5250000,135,26,4.0,4,11259699.059561128,7152941.176470588
4250000,65,5,0.5,2,8397364.775800712,6745350.0
4350000,86,8,18.0,3,7736038.525691699,6884805.155844156
6500000,135,31,2.0,4,7962301.739130435,7841056.338028169
4000000,70,38,0.5,3,11981780.303030305,12903979.591836736
4200000,145,6,0.0,4,4970295.55403868,6794736.52631579
3050000,110,24,0.5,3,5749051.802409639,4267661.957746479
4000000,79,9,0.5,3,8397364.775800712,5261538.442307692
2350000,65,0,0.0,3,5297494.923337092,4769333.333333333
2850000,90,21,3.0,3,8397364.775800712,6044116.504854369
3050000,100,31,-1.0,4,18766793.31306991,5506000.0
6500000,85,45,3.0,3,8397364.775800712,7487454.545454546
21000000,200,5,13.0,4,20111125.68306011,16373294.871794872
5700000,59,0,3.0,2,7962301.739130435,9074265.306122448
3750000,87,0,3.0,3,6559200.238609113,5049988.159763314
4300000,85,0,0.0,3,4059405.832635984,4326578.947368421
3750000,90,7,0.5,3,4059405.832635984,3746428.5714285714
1600000,100,21,0.0,3,4547597.902097902,4706222.804347826
3150000,60,0,0.0,2,5749051.802409639,10140060.606060604
8250000,100,50,3.0,3,10309326.797385622,7672148.4375
20245000,170,5,10.0,4,9683732.91925466,13551096.774193548
7500000,105,39,2.0,4,11259699.059561128,11277812.5
2000000,70,5,0.5,2,3884916.195530726,3640600.0
1980000,56,30,0.0,2,4254808.612440191,3948750.0
3200000,80,15,3.0,3,4547597.902097902,14628409.090909092
30000000,170,0,6.0,4,20111125.68306011,20641170.21276596
1450000,100,0,3.0,3,4970295.55403868,1957914.2571428567
6250000,85,0,2.0,3,4254808.612440191,3428571.4285714286
15000000,90,38,3.0,3,18840772.21851852,35427272.72727273
2125000,95,31,2.0,3,4138010.251282051,3539500.0
11200000,250,5,6.0,7,7962301.739130435,5410937.5
16500000,120,40,3.0,4,20111125.68306011,23475000.0
11500000,65,0,5.0,2,18840772.21851852,11160270.27027027
12750000,148,7,4.0,4,11259699.059561128,9708000.0
2950000,60,8,2.0,2,5877304.964539007,4694375.0
5500000,85,2,4.0,3,7437451.282051282,7890655.172413793
2625000,130,31,3.0,4,7437451.282051282,5728333.333333333
4950000,90,35,1.0,3,11259699.059561128,5508072.727272728
4250000,85,35,3.0,3,11259699.059561128,5315957.44680851
2200000,95,35,5.0,3,4547597.902097902,4232000.0
2795000,130,26,3.0,4,5297494.923337092,5057080.0
17250000,145,24,3.0,4,20111125.68306011,16333333.333333334
3585000,85,4,1.0,3,5297494.923337092,4438371.212121212
6000000,104,50,0.5,3,11259699.059561128,9708000.0
4200000,85,0,1.0,3,5749051.802409639,4665867.647058823
3600000,120,8,3.0,4,5367273.031914894,5177444.444444444
2000000,70,10,0.0,7,8397364.775800712,5261538.442307692
5475000,60,0,0.5,2,7962301.739130435,7948520.599250936
3800000,110,20,3.0,3,5749051.802409639,3863725.0
5300000,95,5,1.0,3,6559200.238609113,4249098.484848484
7550000,80,32,7.0,2,8508896.555172414,8019684.777173913
1850000,100,10,0.0,3,2769582.4657534244,4676827.383297645
1450000,75,21,12.0,3,4547597.902097902,5049988.159763314
2200000,115,0,-1.0,3,2769582.4657534244,3409197.662790697
6600000,130,5,8.0,3,4547597.902097902,4201666.625
5350000,90,7,0.0,3,5848907.837837838,4787375.0
9500000,75,45,3.0,3,10309326.797385622,7672148.4375
2100000,82,35,0.0,3,6559200.238609113,4462624.113475177
6150000,60,4,0.0,2,16676002.409638554,11906086.956521738
7100000,250,17,12.0,7,6559200.238609113,4249098.484848484
2550000,85,15,10.0,3,3987994.5945945946,4813397.435897436
3800000,85,40,3.0,3,11259699.059561128,5315957.44680851
12800000,120,35,2.0,4,18840772.21851852,27633333.166666668
2600000,100,16,0.5,4,5848907.837837838,4706222.804347826
9500000,125,11,4.0,3,5297494.923337092,9753616.279069768
4200000,85,7,0.5,3,8508896.555172414,5710389.610389611
6000000,125,37,3.0,4,18840772.21851852,5851923.076923077
5500000,70,8,19.0,2,4138010.251282051,3918333.3333333335
1550000,65,28,0.5,2,4547597.902097902,3187916.6666666665
2400000,90,38,6.0,3,4547597.902097902,4201666.625
2900000,75,5,0.0,2,3909949.1525423727,3428043.4782608696
7550000,165,0,3.0,4,4970295.55403868,6487466.45
17000000,110,31,12.0,4,11981780.303030305,12903979.591836736
5250000,95,6,4.0,3,5297494.923337092,6343338.129496403
5495000,130,0,2.0,4,4059405.832635984,3597857.0793650798
12500000,110,21,0.0,3,18840772.21851852,25264571.42857143
3695000,145,7,4.0,5,5297494.923337092,5071440.677966102
13500000,188,16,18.0,3,5297494.923337092,9753616.279069768
3300000,90,5,0.0,3,4970295.55403868,5269146.553333334
2500000,55,0,0.0,2,5749051.802409639,3325714.2678571427
6950000,180,13,3.0,6,5547095.228571429,4057500.0
2850000,85,5,0.5,3,2769582.4657534244,4627249.928571428
2350000,112,27,-2.0,4,5749051.802409639,4985416.666666667
4450000,125,0,3.0,3,4970295.55403868,3526234.2890625
6000000,60,5,-1.0,2,8397364.775800712,5261538.442307692
1590000,95,24,0.5,3,3909949.1525423727,3637750.0
2580000,60,16,0.5,3,7962301.739130435,5226666.666666667
10500000,220,5,3.0,5,6106125.056426332,7750904.714285715
4950000,155,11,0.5,4,2769582.4657534244,2863687.34375
6140000,200,11,4.0,6,7754128.301886792,6326666.666666667
7000000,90,0,5.0,3,7340518.640677966,6367307.692307692
1629999,110,25,12.0,3,4059405.832635984,3597857.0793650798
6300000,120,26,4.0,3,7437451.282051282,7921470.588235294
40000000,200,0,2.0,5,18766793.31306991,28832777.777777776
6500000,110,0,1.0,4,3909949.1525423727,4718000.0
4400000,155,10,12.0,6,5749051.802409639,4267661.957746479
14875000,188,11,6.0,4,7736038.525691699,6884805.155844156
7500000,158,0,5.0,6,4871095.435684647,4863333.333333333
8500000,170,11,3.0,6,9683732.91925466,6419555.555555556
5750000,250,11,4.0,7,4138010.251282051,3539500.0
5600000,90,10,0.5,3,7437451.282051282,14119187.5
4275000,100,27,1.0,3,7340518.640677966,6367307.692307692
3250000,120,0,0.0,4,8397364.775800712,6044116.504854369
1880000,110,21,1.0,3,5848907.837837838,3765000.0
2550000,100,16,2.0,3,2769582.4657534244,2487814.777777778
6975000,120,1,0.0,4,7001761.904761905,7816666.666666667
22500000,128,0,12.0,4,7962301.739130435,7948520.599250936
2950000,99,18,0.0,3,4138010.251282051,3539500.0
3000000,75,31,2.0,3,11259699.059561128,5315957.44680851
3175000,120,11,1.0,4,2769582.4657534244,3074090.0
5900000,140,11,2.0,4,11259699.059561128,4676827.383297645
4250000,95,17,1.0,3,10309326.797385622,4189333.3333333335
5100000,140,11,0.0,4,11259699.059561128,4676827.383297645
2540000,85,16,0.0,3,5478152.10355987,3428043.4782608696
5500000,170,5,-1.0,6,4970295.55403868,3526234.2890625
9500000,180,0,4.0,5,5848907.837837838,8770657.894736841
15500000,148,4,2.0,4,18766793.31306991,11202090.0
3200000,80,0,2.0,3,3884916.195530726,3494846.153846154
3650000,130,25,5.0,4,5749051.802409639,4665867.647058823
15500000,120,5,10.0,3,18766793.31306991,17185621.62162162
8500000,135,26,0.5,4,5297494.923337092,9753616.279069768
2100000,70,30,1.0,2,4254808.612440191,3978888.888888889
5860000,95,0,3.0,3,6106125.056426332,6910538.461538462
2850000,125,21,5.0,4,6559200.238609113,4249098.484848484
5800000,220,13,12.0,7,10309326.797385622,6471745.098039215
