price,m2,age,floor,district,neighbor,total_room
3500000,100,5,3.0,Kağıthane,Sultan Selim Mah.,3
12500000,90,0,8.0,Kadıköy,Suadiye Mah.,3
7350000,170,21,12.0,Kartal,Yukarı Mah.,5
6950000,230,0,6.0,Beylikdüzü,Yakuplu Mah.,7
2200000,100,0,2.0,Beylikdüzü,Cumhuriyet Mah.,3
14000000,104,5,3.0,Kadıköy,Suadiye Mah.,3
10450000,104,1,7.0,Pendik,Dumlupınar Mah.,3
3350000,140,11,0.5,Gaziosmanpaşa,Karadeniz Mah.,3
2950000,64,21,1.0,Fatih,Sümbül Efendi Mah.,2
10040000,92,4,0.5,Maltepe,Cevizli Mah.,3
18850000,140,4,5.0,Kadıköy,Feneryolu Mah.,4
8000000,120,35,3.0,Bahçelievler,Bahçelievler Mah.,4
8750000,120,0,10.0,Bahçelievler,Kocasinan Merkez Mah.,4
3250000,90,49,0.5,Fatih,Cerrahpaşa Mah.,3
3150000,120,30,3.0,Esenler,Menderes Mah.,4
6000000,90,0,5.0,Kartal,Gümüşpınar Mah.,3
2100000,100,31,3.0,Bahçelievler,Şirinevler Mah.,3
5300000,95,18,4.0,Gaziosmanpaşa,Fevzi Çakmak Mah.,3
6750000,250,0,5.0,Beylikdüzü,Yakuplu Mah.,6
4900000,110,0,0.0,Bayrampaşa,Altıntepsi Mah.,4
14250000,110,7,6.0,Kadıköy,Kozyatağı Mah.,3
5300000,95,5,4.0,Çekmeköy,Çatalmeşe Mah.,4
1770000,65,5,0.0,Esenler,Fevzi Çakmak Mah.,2
13750000,180,0,4.0,Maltepe,Bağlarbaşı Mah.,5
8950000,138,11,3.0,Ümraniye,Şerifali Mah.,4
8500000,170,0,6.0,Kartal,Yunus Mah.,5
6100000,120,0,0.5,Çekmeköy,Merkez Mah.,3
2775000,155,2,3.0,Esenyurt,Mehterçeşme Mah.,4
1899000,95,5,0.0,Başakşehir,Bahçeşehir 2. Kısım Mah.,3
5470000,95,5,8.0,Kartal,Yakacık Yeni Mah.,3
17250000,130,8,6.0,Kadıköy,Suadiye Mah.,4
3850000,65,11,6.0,Sultanbeyli,Adil Mah.,2
2775000,135,8,1.0,Esenyurt,Selahaddin Eyyubi Mah.,4
23450000,140,16,4.0,Kadıköy,Suadiye Mah.,4
30750000,240,5,14.0,Kadıköy,Suadiye Mah.,6
21950000,135,6,10.0,Kadıköy,Suadiye Mah.,4
5550000,90,4,5.0,Kağıthane,Talatpaşa Mah.,3
25950000,133,0,2.0,Kadıköy,Caddebostan Mah.,3
8550000,140,1,2.0,Küçükçekmece,Yeşilova Mah.,4
52000000,280,5,2.0,Bakırköy,Şenlikköy Mah.,7
8100000,72,10,6.0,Sarıyer,Maslak Mah.,2
7250000,130,27,1.0,Maltepe,Çınar Mah.,4
2580000,100,18,0.0,Gaziosmanpaşa,Kazım Karabekir Mah.,3
45000000,300,0,5.0,Üsküdar,Güzeltepe Mah.,8
2850000,160,29,5.0,Avcılar,Cihangir Mah.,4
2390000,120,8,4.0,Esenyurt,İstiklal Mah.,3
1769999,110,5,3.0,Esenyurt,Hürriyet Mah.,3
3850000,110,7,6.0,Esenyurt,Akevler Mah.,3
6450000,170,0,5.0,Avcılar,Denizköşkler Mah.,5
4100000,90,11,1.0,Büyükçekmece,Cumhuriyet Mah.,3
3750000,95,25,3.0,Ataşehir,İnönü Mah.,3
6500000,95,0,3.0,Küçükçekmece,Cennet Mah.,3
5600000,130,7,2.0,Küçükçekmece,Yeni Mahalle Mah.,4
36950000,300,31,4.0,Beşiktaş,Nisbetiye Mah.,7
13150000,115,0,4.0,Kadıköy,Merdivenköy Mah.,4
1800000,80,26,2.0,Bağcılar,Bağlar Mah.,3
4950000,145,0,-1.0,Kağıthane,Sultan Selim Mah.,4
7000000,89,5,14.0,Küçükçekmece,Fatih Mah.,2
9350000,105,5,2.0,Maltepe,İdealtepe Mah.,3
8500000,140,0,4.0,Maltepe,Altıntepe Mah.,5
7400000,85,7,0.0,Maltepe,Küçükyalı Mah.,3
5050000,220,0,3.0,Beylikdüzü,Yakuplu Mah.,5
2475000,85,10,0.5,Esenyurt,Mehmet Akif Ersoy Mah.,2
2500000,75,5,0.0,Kağıthane,Çağlayan Mah.,2
4950000,83,23,0.0,Üsküdar,Küçüksu Mah.,3
7690000,95,31,5.0,Beyoğlu,Tomtom Mah.,4
2200000,85,5,0.0,Esenler,Fatih Mah.,3
32450000,230,5,5.0,Beşiktaş,Ulus Mah.,6
12000000,110,4,1.0,Beyoğlu,Cihangir Mah.,3
5800000,95,10,4.0,Eyüpsultan,Karadolap Mah.,3
1585000,70,4,0.0,Bağcılar,Demirkapı Mah.,2
3750000,110,31,2.0,Güngören,Abdurrahman Nafiz Gürman Mah.,4
9500000,68,0,0.5,Beyoğlu,Gümüşsuyu Mah.,3
4750000,120,11,3.0,Esenler,Yavuz Selim Mah.,4
4250000,90,0,3.0,Kağıthane,Hürriyet Mah.,3
3250000,95,14,0.0,Kağıthane,Emniyet Evleri Mah.,4
27450000,220,26,7.0,Kadıköy,Fenerbahçe Mah.,5
7500000,145,26,1.0,Bakırköy,Kartaltepe Mah.,4
13250000,160,45,5.0,Şişli,Fulya Mah.,4
3200000,100,25,8.0,Şişli,Gülbahar Mah.,3
8250000,140,0,5.0,Kağıthane,Hürriyet Mah.,5
3500000,100,30,3.0,Bahçelievler,Siyavuşpaşa Mah.,3
16000000,320,0,12.0,Bakırköy,Osmaniye Mah.,8
4600000,75,15,1.0,Zeytinburnu,Beştelsiz Mah.,3
16500000,165,31,2.0,Kadıköy,Bostancı Mah.,4
43250000,150,0,6.0,Şişli,Meşrutiyet Mah.,4
6750000,85,5,5.0,Şişli,Halide Edip Adıvar Mah.,3
4350000,131,25,1.0,Bayrampaşa,Kartaltepe Mah.,4
13500000,85,50,9.0,Beyoğlu,Firuzağa Mah.,2
8000000,120,20,-1.0,Bakırköy,Zuhuratbaba Mah.,4
3000000,120,31,0.0,Fatih,Ayvansaray Mah.,4
25000000,240,24,2.0,Bakırköy,Şenlikköy Mah.,5
1870000,90,0,3.0,Esenyurt,Cumhuriyet Mah.,2
2400000,80,31,0.5,Zeytinburnu,Yeşiltepe Mah.,3
5250000,109,15,4.0,Sancaktepe,Yenidoğan Mah.,4
3000000,65,31,0.0,Maltepe,Altıntepe Mah.,2
12000000,280,11,0.5,Büyükçekmece,Mimaroba Mah.,5
4800000,85,0,2.0,Kağıthane,Gültepe Mah.,3
4000000,100,40,-1.0,Beşiktaş,Türkali Mah.,4
3500000,100,5,4.0,Silivri,Yeni Mah.,3
11900000,220,30,6.0,Maltepe,Feyzullah Mah.,6
8500000,100,40,3.0,Adalar,Kınalıada Mah.,4
12250000,100,8,4.0,Kadıköy,Kozyatağı Mah.,4
2550000,95,31,0.0,Eyüpsultan,Rami Yeni Mah.,3
13100000,135,22,5.0,Kadıköy,19 Mayıs Mah.,3
6750000,77,5,11.0,Ataşehir,Küçükbakkalköy Mah.,2
2600000,92,26,4.0,Büyükçekmece,Fatih Mah.,3
3900000,150,25,8.0,Esenyurt,Barbaros Hayrettin Paşa Mah.,4
6300000,250,9,12.0,Beylikdüzü,Gürpınar Mah.,7
2000000,100,30,2.0,Kartal,Hürriyet Mah.,2
2550000,95,16,-3.0,Arnavutköy,Arnavutköy Merkez Mah.,3
10500000,90,7,3.0,Kadıköy,Merdivenköy Mah.,3
2550000,105,28,4.0,Silivri,Fatih Mah.,3
3050000,100,35,2.0,Küçükçekmece,Cennet Mah.,3
3900000,82,0,3.0,Sultanbeyli,Battalgazi Mah.,4
6750000,100,0,0.5,Eyüpsultan,Mithatpaşa Mah.,3
3500000,55,0,0.0,Küçükçekmece,Yeşilova Mah.,2
4600000,140,10,0.0,Beylikdüzü,Yakuplu Mah.,4
4749000,80,0,0.5,Büyükçekmece,Atatürk Mah.,3
8920000,300,11,12.0,Gaziosmanpaşa,Barbaros Hayrettinpaşa Mah.,7
2850000,120,4,-0.5,Arnavutköy,Arnavutköy Merkez Mah.,4
9000000,130,9,12.0,Ataşehir,Örnek Mah.,4
3850000,125,30,1.0,Kartal,Uğur Mumcu Mah.,4
2900000,80,30,1.0,Bakırköy,Kartaltepe Mah.,3
6450000,85,0,1.0,Maltepe,Altıntepe Mah.,3
17950000,80,7,1.0,Kadıköy,Suadiye Mah.,3
5800000,95,0,7.0,Bahçelievler,Şirinevler Mah.,3
3090000,75,3,0.0,Sultanbeyli,Adil Mah.,3
25950000,128,0,2.0,Kadıköy,Caddebostan Mah.,3
5500000,90,6,0.5,Maltepe,Aydınevler Mah.,3
2250000,85,35,0.0,Fatih,Haseki Sultan Mah.,3
4780000,120,1,0.5,Sultangazi,Uğur Mumcu Mah.,3
2499000,90,1,4.0,Esenyurt,Güzelyurt Mah.,3
5250000,55,0,0.0,Maltepe,Bağlarbaşı Mah.,2
7800000,90,0,3.0,Maltepe,Çınar Mah.,3
5895000,130,2,5.0,Kartal,Gümüşpınar Mah.,2
37500000,243,17,3.0,Ataşehir,Barbaros Mah.,4
2399000,110,4,3.0,Esenyurt,Süleymaniye Mah.,3
26700000,170,11,16.0,Sarıyer,Maslak Mah.,4
15500000,225,0,4.0,Maltepe,Altıntepe Mah.,5
6500000,170,0,3.0,Bayrampaşa,Orta Mah.,4
1875000,100,1,0.0,Esenyurt,Güzelyurt Mah.,3
3795000,65,10,1.0,Küçükçekmece,Yeşilova Mah.,2
1325000,110,0,3.0,Beylikdüzü,Yakuplu Mah.,3
3500000,140,2,-0.5,Güngören,Mareşal Çakmak Mah.,4
2350000,117,0,3.0,Esenyurt,Mehterçeşme Mah.,3
5750000,230,8,12.0,Küçükçekmece,Yeni Mahalle Mah.,5
5850000,130,0,7.0,Beylikdüzü,Adnan Kahveci Mah.,3
5999999,165,0,2.0,Beylikdüzü,Kavaklı Mah.,4
18600000,195,0,1.0,Eyüpsultan,Mithatpaşa Mah.,4
3800000,65,0,1.0,Fatih,Silivrikapı Mah.,2
6850000,131,5,6.0,Bayrampaşa,Altıntepsi Mah.,3
1820000,80,0,0.5,Esenyurt,Yeşilkent Mah.,2
5000000,108,0,9.0,Gaziosmanpaşa,Bağlarbaşı Mah.,3
1850000,80,26,0.0,Pendik,Güzelyalı Mah.,3
5000000,118,32,3.0,Güngören,Tozkoparan Mah.,4
10250000,115,3,2.0,Pendik,Batı Mah.,4
4300000,115,25,1.0,Güngören,Güven Mah.,4
1200000,80,0,0.0,Güngören,Merkez Mah.,3
22000000,185,5,3.0,Sarıyer,Maslak Mah.,4
15300000,140,2,3.0,Bahçelievler,Bahçelievler Mah.,4
11500000,135,0,2.0,Üsküdar,Bahçelievler Mah.,4
3200000,140,17,0.5,Pendik,Esenler Mah.,5
2950000,90,5,0.0,Kağıthane,Harmantepe Mah.,3
9000000,110,31,2.0,Kadıköy,Caferağa Mah.,3
5800000,80,8,1.0,Kağıthane,Çağlayan Mah.,3
8000000,95,0,0.0,Bahçelievler,Bahçelievler Mah.,3
4150000,100,11,2.0,Beyoğlu,Piri Paşa Mah.,3
6500000,110,0,3.0,Çekmeköy,Mimar Sinan Mah.,4
6500000,80,6,-1.0,Şişli,Fulya Mah.,3
5700000,115,45,0.5,Şişli,Merkez Mah.,4
4250000,125,45,1.0,Fatih,Cerrahpaşa Mah.,4
6550000,125,1,3.0,Gaziosmanpaşa,Yeni Mahalle Mah.,3
15480500,102,4,14.0,Şişli,Cumhuriyet Mah.,3
2340000,110,25,4.0,Gaziosmanpaşa,Karadeniz Mah.,3
5875000,120,19,3.0,Bayrampaşa,Yenidoğan Mah.,4
18250000,120,5,8.0,Kadıköy,Bostancı Mah.,4
15450000,120,5,4.0,Kadıköy,Erenköy Mah.,4
18700000,170,13,3.0,Sarıyer,Maslak Mah.,3
2199000,115,5,0.5,Esenyurt,Necip Fazıl Kısakürek Mah.,3
26250000,350,5,-2.0,Gaziosmanpaşa,Fevzi Çakmak Mah.,5
3700000,110,0,1.0,Arnavutköy,Hadımköy Mah.,4
7200000,140,10,0.5,Üsküdar,Selami Ali Mah.,3
5800000,100,5,3.0,Pendik,Velibaba Mah.,3
18850000,220,45,2.0,Şişli,19 Mayıs Mah.,4
30000000,190,0,5.0,Beşiktaş,Dikilitaş Mah.,6
5750000,120,7,0.0,Beyoğlu,Piri Paşa Mah.,4
24950000,140,4,6.0,Kadıköy,Suadiye Mah.,4
23850000,350,4,0.0,Başakşehir,Başakşehir Mah.,6
23000000,140,30,6.0,Beşiktaş,Akat Mah.,4
5150000,90,5,0.5,Tuzla,Evliya Çelebi Mah.,3
5750000,85,0,0.0,Maltepe,Altıntepe Mah.,3
6000000,110,16,5.0,Şişli,Fulya Mah.,3
14000000,110,5,0.0,Beyoğlu,Hacımimi Mah.,2
3900000,65,4,1.0,Ataşehir,Kayışdağı Mah.,2
3530000,69,11,4.0,Başakşehir,Kayabaşı Mah.,3
6500000,110,30,4.0,Şişli,Feriköy Mah.,3
11500000,97,5,3.0,Kadıköy,Kozyatağı Mah.,4
4300000,75,0,0.5,Eyüpsultan,Mithatpaşa Mah.,2
6500000,107,0,9.0,Küçükçekmece,Cennet Mah.,3
12400000,300,11,5.0,Eyüpsultan,Göktürk Merkez Mah.,7
8500000,160,9,0.0,Büyükçekmece,19 Mayıs Mah.,4
8500000,100,5,19.0,Kağıthane,Telsizler Mah.,3
8400000,160,8,12.0,Şişli,Paşa Mah.,4
4740000,115,15,5.0,Ümraniye,Armağanevler Mah.,3
13200000,110,31,5.0,Beşiktaş,Akat Mah.,4
8500000,140,31,2.0,Bakırköy,Zuhuratbaba Mah.,4
4500000,54,2,1.0,Kartal,Hürriyet Mah.,2
4750000,110,4,7.0,Kağıthane,Hürriyet Mah.,3
8000000,320,0,4.0,Gaziosmanpaşa,Barbaros Hayrettinpaşa Mah.,7
4700000,100,5,7.0,Küçükçekmece,Kanarya Mah.,3
5499999,150,0,4.0,Büyükçekmece,Fatih Mah.,4
12000000,160,40,4.0,Maltepe,Bağlarbaşı Mah.,5
5250000,110,0,3.0,Avcılar,Ambarlı Mah.,4
11200000,140,30,4.0,Sarıyer,Tarabya Mah.,4
6250000,105,4,0.0,Maltepe,Altıntepe Mah.,4
12500000,200,22,12.0,Kadıköy,Feneryolu Mah.,6
1890000,110,4,8.0,Esenyurt,Cumhuriyet Mah.,3
7600000,308,10,4.0,Beylikdüzü,Kavaklı Mah.,7
12000000,170,35,1.0,Kadıköy,Kozyatağı Mah.,4
5800000,170,22,12.0,Kartal,Esentepe Mah.,4
10000000,200,0,5.0,Büyükçekmece,Atatürk Mah.,6
43060000,220,0,12.0,Eyüpsultan,Mithatpaşa Mah.,4
6950000,160,1,3.0,Zeytinburnu,Telsiz Mah.,6
5750000,135,8,3.0,Büyükçekmece,Mimar Sinan Merkez Mah.,4
4500000,65,3,1.0,Fatih,Silivrikapı Mah.,2
6500000,150,14,3.0,Şişli,Paşa Mah.,5
15450000,255,0,12.0,Üsküdar,Bahçelievler Mah.,7
6000000,190,0,12.0,Arnavutköy,Anadolu Mah.,6
2950000,105,13,0.5,Başakşehir,Başak Mah.,3
4250000,90,0,1.0,Küçükçekmece,Fevzi Çakmak Mah.,3
2500000,100,21,0.0,Kağıthane,Çağlayan Mah.,3
8950000,115,31,3.0,Kadıköy,Suadiye Mah.,4
41500000,350,0,3.0,Bakırköy,Basınköy Mah.,7
6250000,115,35,3.0,Maltepe,Çınar Mah.,4
6250000,98,0,2.0,Gaziosmanpaşa,Şemsipaşa Mah.,3
8475000,200,3,4.0,Çekmeköy,Merkez Mah.,6
5000000,125,21,6.0,Pendik,Harmandere Mah.,4
3150000,135,21,1.0,Sultangazi,İsmetpaşa Mah.,4
2979999,110,2,3.0,Esenyurt,Mehmet Akif Ersoy Mah.,3
4450000,140,10,12.0,Küçükçekmece,İstasyon Mah.,6
2590000,140,35,3.0,Avcılar,Mustafa Kemal Paşa Mah.,4
2150000,70,5,0.0,Küçükçekmece,Fevzi Çakmak Mah.,3
10450000,210,15,5.0,Ataşehir,Örnek Mah.,6
32750000,260,14,0.0,Sarıyer,Maden Mah.,5
2600000,70,0,0.0,Küçükçekmece,Cennet Mah.,2
11000000,105,0,3.0,Bahçelievler,Bahçelievler Mah.,3
3675000,90,10,3.0,Bahçelievler,Soğanlı Mah.,3
4675000,92,16,3.0,Ümraniye,İstiklal Mah.,3
2750000,115,25,4.0,Tuzla,Aydınlı Mah.,3
5650000,54,4,6.0,Bakırköy,Ataköy 7-8-9-10. Kısım Mah.,2
8100000,75,1,3.0,Maltepe,İdealtepe Mah.,4
2150000,100,5,0.0,Beylikdüzü,Gürpınar Mah.,3
3400000,90,0,0.0,Silivri,Yeni Mah.,3
6500000,185,4,4.0,Sultanbeyli,Adil Mah.,5
7500000,85,0,0.0,Bakırköy,Kartaltepe Mah.,3
3500000,120,0,0.5,Çekmeköy,Ekşioğlu Mah.,3
4500000,130,50,1.0,Fatih,Silivrikapı Mah.,4
7450000,80,0,0.0,Bakırköy,Kartaltepe Mah.,3
28000000,220,31,0.5,Şişli,Teşvikiye Mah.,5
13500000,150,31,4.0,Bakırköy,Kartaltepe Mah.,4
2500000,65,39,3.0,Üsküdar,Zeynep Kamil Mah.,2
13900000,160,40,6.0,Beyoğlu,Cihangir Mah.,4
3300000,75,45,5.0,Fatih,Haseki Sultan Mah.,3
3125000,80,5,0.5,Maltepe,Zümrütevler Mah.,3
4950000,65,5,1.0,Beyoğlu,Hacıahmet Mah.,3
2550000,59,40,2.0,Fatih,Seyyid Ömer Mah.,2
1650000,95,28,0.5,Güngören,Güneştepe Mah.,3
1950000,105,20,5.0,Kağıthane,Harmantepe Mah.,3
3000000,65,40,3.0,Şişli,Meşrutiyet Mah.,2
5490000,170,4,3.0,Arnavutköy,İslambey Mah.,6
7400000,50,2,0.5,Kadıköy,Caferağa Mah.,2
4250000,90,13,2.0,Bahçelievler,Cumhuriyet Mah.,3
11000000,65,0,4.0,Beşiktaş,Vişnezade Mah.,2
15750000,150,31,4.0,Kadıköy,Göztepe Mah.,4
3350000,90,30,1.0,Gaziosmanpaşa,Merkez Mah.,3
3650000,80,11,1.0,Bağcılar,Yenigün Mah.,3
2900000,80,31,1.0,Fatih,Seyyid Ömer Mah.,3
14500000,100,25,4.0,Beşiktaş,Cihannüma Mah.,3
2250000,115,12,3.0,Esenyurt,Talatpaşa Mah.,3
2100000,85,0,0.5,Arnavutköy,İslambey Mah.,3
1950000,90,40,12.0,Büyükçekmece,Kamiloba Mah.,3
9650000,243,9,6.0,Başakşehir,Kayabaşı Mah.,5
4000000,80,15,3.0,Beylikdüzü,Marmara Mah.,3
9300000,90,35,4.0,Fatih,Nişanca Mah.,4
3399990,110,5,0.5,Esenyurt,Saadetdere Mah.,4
25750000,220,30,7.0,Kadıköy,Fenerbahçe Mah.,5
3950000,110,25,0.0,Maltepe,Gülensu Mah.,4
4100000,110,35,3.0,Güngören,Merkez Mah.,4
9000000,135,50,12.0,Fatih,Emin Sinan Mah.,4
3850000,95,45,12.0,Fatih,Koca Mustafapaşa Mah.,3
16500000,90,48,1.0,Bakırköy,Zuhuratbaba Mah.,3
5099000,77,2,1.0,Kağıthane,Telsizler Mah.,2
6500000,120,0,3.0,Bahçelievler,Soğanlı Mah.,4
4100000,155,0,0.0,Sultanbeyli,Mecidiye Mah.,5
4500000,75,31,3.0,Beyoğlu,Şehit Muhtar Mah.,3
6200000,120,5,4.0,Gaziosmanpaşa,Mevlana Mah.,4
33250000,300,35,4.0,Kadıköy,Caferağa Mah.,5
6000000,110,20,5.0,Şişli,Feriköy Mah.,4
17500000,150,9,1.0,Kadıköy,Feneryolu Mah.,4
8000000,140,16,3.0,Ümraniye,Şerifali Mah.,4
4600000,57,11,0.0,Beşiktaş,Dikilitaş Mah.,2
40150000,240,21,5.0,Beşiktaş,Akat Mah.,4
11000000,148,11,9.0,Bahçelievler,Yenibosna Merkez Mah.,2
8500000,95,5,1.0,Eyüpsultan,Göktürk Merkez Mah.,4
6900000,90,12,1.0,Küçükçekmece,İstasyon Mah.,3
2650000,85,45,1.0,Fatih,Haseki Sultan Mah.,3
2650000,70,8,0.0,Küçükçekmece,Gültepe Mah.,3
8250000,85,2,1.0,Maltepe,Küçükyalı Mah.,3
2400000,85,28,3.0,Küçükçekmece,Gültepe Mah.,3
9500000,180,5,3.0,Zeytinburnu,Gökalp Mah.,6
3100000,99,2,0.0,Beylikdüzü,Sahil Mah.,3
11770000,158,0,7.0,Tuzla,Yayla Mah.,5
5075000,165,0,3.0,Avcılar,Cihangir Mah.,5
7500000,165,3,3.0,Küçükçekmece,Yeşilova Mah.,5
3450000,110,16,3.0,Güngören,Güneştepe Mah.,4
3100000,90,17,0.5,Avcılar,Üniversite Mah.,3
7000000,100,0,3.0,Zeytinburnu,Telsiz Mah.,3
4500000,135,36,5.0,Bahçelievler,Soğanlı Mah.,4
3650000,110,5,0.5,Beylikdüzü,Yakuplu Mah.,4
3750000,90,2,0.5,Sultangazi,Sultançiftliği Mah.,3
20000000,170,3,24.0,Ümraniye,Yamanevler Mah.,4
5000000,125,45,3.0,Fatih,Silivrikapı Mah.,4
4600000,85,11,3.0,Çekmeköy,Kirazlıdere Mah.,3
4750000,125,20,1.0,Esenler,Namık Kemal Mah.,4
6500000,90,5,0.0,Maltepe,Küçükyalı Mah.,3
7500000,265,0,3.0,Silivri,Alibey Mah.,6
5500000,80,5,0.5,Şişli,Paşa Mah.,3
6750000,165,6,4.0,Çekmeköy,Merkez Mah.,3
2650000,98,30,3.0,Güngören,Merkez Mah.,3
2180000,90,25,2.0,Pendik,Çamçeşme Mah.,3
4100000,80,0,3.0,Kağıthane,Yahya Kemal Mah.,3
7500000,95,36,0.0,Adalar,Maden Mah.,4
3890000,150,16,3.0,Silivri,Yeni Mah.,4
3400000,135,26,4.0,Pendik,Fatih Mah.,4
3650000,70,8,1.0,Kağıthane,Çağlayan Mah.,3
5500000,100,5,2.0,Kartal,Hürriyet Mah.,4
4644999,130,13,1.0,Sultangazi,İsmetpaşa Mah.,4
5850000,82,0,4.0,Maltepe,Feyzullah Mah.,2
12000000,90,5,3.0,Şişli,Fulya Mah.,3
3755000,131,11,-1.0,Beyoğlu,Halıcıoğlu Mah.,4
5475000,135,0,1.0,Tuzla,Aydınlı Mah.,4
1400000,100,25,0.0,Küçükçekmece,Yeşilova Mah.,3
11000000,100,0,1.0,Üsküdar,Murat Reis Mah.,3
9500000,155,21,2.0,Ataşehir,Yenişehir Mah.,4
2565000,100,5,1.0,Esenyurt,Mehterçeşme Mah.,3
3075000,90,0,0.5,Tuzla,Mimar Sinan Mah.,3
6600000,80,5,1.0,Şişli,Mecidiyeköy Mah.,3
3250000,165,11,12.0,Esenyurt,Bağlarçeşme Mah.,4
4500000,85,0,3.0,Esenler,Çifte Havuzlar Mah.,3
2500000,95,11,-1.0,Gaziosmanpaşa,Yıldıztabya Mah.,3
4750000,120,31,2.0,Maltepe,Bağlarbaşı Mah.,4
1650000,110,5,0.0,Esenyurt,Necip Fazıl Kısakürek Mah.,3
3080000,55,40,3.0,Kadıköy,Osmanağa Mah.,3
2700000,98,5,10.0,Esenyurt,Akevler Mah.,3
2650000,130,9,0.0,Bağcılar,Yenimahalle Mah.,4
6600000,130,28,2.0,Maltepe,İdealtepe Mah.,4
6990000,140,21,0.5,Maltepe,Altıntepe Mah.,4
4100000,85,10,0.5,Maltepe,Zümrütevler Mah.,3
4750000,120,1,3.0,Sultanbeyli,Mehmet Akif Mah.,5
27000000,160,0,1.0,Üsküdar,Altunizade Mah.,5
3500000,115,25,4.0,Beylikdüzü,Cumhuriyet Mah.,3
3200000,130,35,1.0,Bahçelievler,Şirinevler Mah.,4
14000000,215,4,3.0,Beylikdüzü,Cumhuriyet Mah.,5
7300000,100,25,3.0,Şişli,Esentepe Mah.,3
2850000,80,40,0.0,Fatih,Silivrikapı Mah.,3
6000000,120,31,3.0,Maltepe,Altayçeşme Mah.,4
2900000,90,35,2.0,Büyükçekmece,Fatih Mah.,3
8850000,100,6,11.0,Kağıthane,Çeliktepe Mah.,3
5500000,85,40,3.0,Şişli,Bozkurt Mah.,3
15200000,130,5,4.0,Bahçelievler,Bahçelievler Mah.,4
5100000,140,23,1.0,Pendik,Batı Mah.,4
5250000,125,25,0.0,Bahçelievler,Bahçelievler Mah.,4
2420000,110,9,3.0,Esenyurt,Battalgazi Mah.,3
11750000,109,4,0.5,Kadıköy,Bostancı Mah.,4
15000000,120,0,6.0,Kadıköy,Feneryolu Mah.,4
16000000,127,2,3.0,Eyüpsultan,Mimar Sinan Mah.,3
3740000,130,5,3.0,Beylikdüzü,Yakuplu Mah.,3
35000000,214,16,7.0,Ataşehir,Barbaros Mah.,4
5750000,85,1,2.0,Ümraniye,Cemil Meriç Mah.,3
11750000,180,0,7.0,Kartal,Cumhuriyet Mah.,6
4500000,90,0,6.0,Pendik,Velibaba Mah.,3
7050000,180,16,9.0,Ümraniye,Çamlık Mah.,5
13000000,180,0,4.0,Maltepe,Cevizli Mah.,5
2100000,125,5,0.0,Esenyurt,Yenikent Mah.,4
17450000,85,3,0.5,Kadıköy,Caddebostan Mah.,3
23000000,145,0,7.0,Kadıköy,Caddebostan Mah.,4
2350000,110,0,2.0,Esenyurt,Yenikent Mah.,3
6999999,110,1,11.0,Kağıthane,Talatpaşa Mah.,3
19950000,115,5,6.0,Kadıköy,Göztepe Mah.,4
3500000,85,15,0.5,Küçükçekmece,Gültepe Mah.,3
17500000,175,4,7.0,Ümraniye,Aşağı Dudullu Mah.,4
23000000,145,5,9.0,Sarıyer,Ayazağa Mah.,3
2300000,95,3,0.0,Esenler,Menderes Mah.,3
8000000,220,0,3.0,Gaziosmanpaşa,Bağlarbaşı Mah.,7
12000000,170,4,0.0,Üsküdar,Bahçelievler Mah.,3
17950000,80,14,1.0,Kadıköy,Suadiye Mah.,3
20600000,195,0,12.0,Kadıköy,Kozyatağı Mah.,4
1990000,80,10,0.5,Esenyurt,Yeşilkent Mah.,3
1490000,95,29,0.0,Avcılar,Cihangir Mah.,3
1850000,100,11,0.0,Beylikdüzü,Yakuplu Mah.,3
6900000,171,8,9.0,Esenyurt,Zafer Mah.,4
6750000,74,5,24.0,Başakşehir,Başakşehir Mah.,3
2800000,105,14,0.0,Gaziosmanpaşa,Merkez Mah.,3
4350000,100,0,4.0,Avcılar,Merkez Mah.,3
12850000,84,0,6.0,Kadıköy,Göztepe Mah.,3
7499999,95,0,3.0,Küçükçekmece,Cumhuriyet Mah.,3
26450000,220,26,7.0,Kadıköy,Fenerbahçe Mah.,5
22450000,147,18,4.0,Kadıköy,Suadiye Mah.,4
6000000,130,0,6.0,Kağıthane,Sultan Selim Mah.,4
2400000,90,7,3.0,Esenyurt,Güzelyurt Mah.,3
6750000,90,0,0.0,Maltepe,Altıntepe Mah.,3
35000000,200,16,2.0,Eyüpsultan,Göktürk Merkez Mah.,5
3825000,155,4,2.0,Beylikdüzü,Yakuplu Mah.,4
10950000,125,0,1.0,Maltepe,Küçükyalı Mah.,4
19000000,115,5,0.0,Sarıyer,Uskumruköy Mah.,3
4800000,185,10,12.0,Gaziosmanpaşa,Karayolları Mah.,6
7000000,240,8,4.0,Büyükçekmece,19 Mayıs Mah.,6
3600000,150,0,0.0,Beylikdüzü,Kavaklı Mah.,4
4200000,104,3,3.0,Kağıthane,Yahya Kemal Mah.,4
8500000,145,25,3.0,Beşiktaş,Dikilitaş Mah.,4
10650000,100,31,0.5,Kadıköy,Göztepe Mah.,3
6800000,79,25,19.0,Ataşehir,Atatürk Mah.,2
4650000,90,45,0.5,Bahçelievler,Bahçelievler Mah.,3
7000000,90,4,3.0,Eyüpsultan,İslambey Mah.,3
23000000,187,4,4.0,Eyüpsultan,Güzeltepe Mah.,4
6500000,90,40,0.5,Şişli,Cumhuriyet Mah.,3
