price,m2,age,floor,district,neighbor,total_room
3950000,135,25,2.0,Ümraniye,Armağanevler Mah.,4
5850000,110,30,3.0,Ümraniye,Atakent Mah.,3
4500000,75,21,0.0,Ümraniye,Namık Kemal Mah.,3
2900000,75,45,3.0,Fatih,Hırka-i Şerif Mah.,3
26950000,120,0,0.0,Kadıköy,Caddebostan Mah.,4
21500000,220,0,4.0,Bahçelievler,Bahçelievler Mah.,7
2500000,75,0,1.0,Arnavutköy,Anadolu Mah.,2
7750000,120,40,0.5,Şişli,Cumhuriyet Mah.,4
4300000,150,36,1.0,Küçükçekmece,Cennet Mah.,4
7900000,87,45,0.0,Beşiktaş,Gayrettepe Mah.,2
3050000,85,45,3.0,Fatih,Mevlanakapı Mah.,3
29000000,80,5,2.0,Sarıyer,İstinye Mah.,2
3000000,90,40,0.0,Şişli,Merkez Mah.,3
3200000,90,35,3.0,Bahçelievler,Şirinevler Mah.,4
6550000,165,35,3.0,Güngören,Abdurrahman Nafiz Gürman Mah.,5
4650000,95,4,3.0,Küçükçekmece,Cennet Mah.,3
4850000,88,30,4.0,Maltepe,Küçükyalı Mah.,3
7800000,85,40,9.0,Üsküdar,Kuzguncuk Mah.,3
16000000,125,25,0.0,Adalar,Nizam Mah.,4
2500000,75,35,0.5,Beyoğlu,Yenişehir Mah.,3
4299000,105,5,12.0,Esenyurt,Gökevler Mah.,3
3850000,100,20,2.0,Esenler,Menderes Mah.,3
13000000,80,6,24.0,Şişli,Cumhuriyet Mah.,2
7850000,85,4,0.0,Maltepe,Küçükyalı Mah.,3
4750000,200,4,3.0,Esenyurt,Akçaburgaz Mah.,5
1950000,95,15,7.0,Esenyurt,Gökevler Mah.,3
6200000,110,31,0.0,Üsküdar,Selimiye Mah.,4
2400000,100,26,3.0,Bağcılar,Hürriyet Mah.,3
5300000,215,0,12.0,Arnavutköy,Anadolu Mah.,5
7500000,120,5,5.0,Ataşehir,İçerenköy Mah.,4
6500000,145,15,1.0,Büyükçekmece,Ekinoba Mah.,4
11000000,105,31,2.0,Beyoğlu,Cihangir Mah.,4
15750000,95,6,4.0,Şişli,Cumhuriyet Mah.,3
3500000,120,30,3.0,Küçükçekmece,Cennet Mah.,4
3200000,95,5,2.0,Beylikdüzü,Yakuplu Mah.,3
3450000,100,5,2.0,Tuzla,Şifa Mah.,3
5350000,120,5,1.0,Sancaktepe,İnönü Mah.,4
4300000,160,6,12.0,Küçükçekmece,Kanarya Mah.,6
6500000,145,4,2.0,Büyükçekmece,Atatürk Mah.,4
18000000,100,0,5.0,Beşiktaş,Gayrettepe Mah.,3
10500000,115,55,3.0,Kadıköy,Caferağa Mah.,4
3950000,75,11,1.0,Beyoğlu,Halıcıoğlu Mah.,3
11900000,108,5,1.0,Kadıköy,Kozyatağı Mah.,3
4500000,130,23,2.0,Gaziosmanpaşa,Kazım Karabekir Mah.,4
3950000,100,0,3.0,Silivri,Yeni Mah.,3
7650000,170,0,4.0,Kağıthane,Seyrantepe Mah.,6
3650000,120,16,0.5,Esenler,Fevzi Çakmak Mah.,4
7550000,80,5,3.0,Maltepe,Çınar Mah.,3
38500000,190,1,16.0,Beykoz,Acarlar Mah.,4
4500000,67,12,7.0,Küçükçekmece,Atakent Mah.,2
2740000,95,11,0.0,Sancaktepe,Fatih Mah.,3
3050000,87,11,-2.0,Maltepe,Fındıklı Mah.,3
29500000,185,4,2.0,Kağıthane,Hamidiye Mah.,4
4649000,80,0,0.5,Kağıthane,Çeliktepe Mah.,3
6400000,80,0,1.0,Üsküdar,Mimar Sinan Mah.,3
9450000,90,7,0.5,Kadıköy,Erenköy Mah.,3
3300000,96,29,4.0,Kartal,Karlıktepe Mah.,3
4750000,120,9,0.5,Esenler,Tuna Mah.,4
7500000,75,0,3.0,Maltepe,Küçükyalı Mah.,3
5600000,85,0,2.0,Fatih,Silivrikapı Mah.,3
3950000,90,5,0.0,Esenyurt,Zafer Mah.,2
5475000,140,11,3.0,Maltepe,Zümrütevler Mah.,5
2440000,130,5,0.5,Esenyurt,İstiklal Mah.,3
4300000,180,6,4.0,Sultangazi,Sultançiftliği Mah.,5
12500000,120,8,7.0,Kadıköy,Göztepe Mah.,4
3750000,85,34,-0.5,Üsküdar,Selami Ali Mah.,3
4545000,100,5,2.0,Küçükçekmece,Halkalı Merkez Mah.,3
5500000,85,0,-1.0,Kağıthane,Gültepe Mah.,3
3200000,85,38,2.0,Fatih,Seyyid Ömer Mah.,3
4450000,250,16,4.0,Küçükçekmece,Gültepe Mah.,5
2350000,80,27,0.0,Zeytinburnu,Yeşiltepe Mah.,3
2475000,61,45,3.0,Fatih,Silivrikapı Mah.,3
3500000,120,27,3.0,Güngören,Gençosman Mah.,4
2350000,100,31,4.0,Güngören,Güneştepe Mah.,3
6650000,80,0,1.0,Fatih,Seyyid Ömer Mah.,3
4000000,132,16,3.0,Arnavutköy,Hadımköy Mah.,4
7750000,110,43,0.0,Beyoğlu,Cihangir Mah.,4
16800000,130,35,12.0,Adalar,Nizam Mah.,4
3450000,120,35,3.0,Bahçelievler,Siyavuşpaşa Mah.,4
8500000,150,21,4.0,Kağıthane,Hamidiye Mah.,4
8500000,72,15,24.0,Ataşehir,Barbaros Mah.,2
2190000,140,0,3.0,Esenyurt,Güzelyurt Mah.,3
7500000,130,31,0.0,Beşiktaş,Yıldız Mah.,3
4900000,80,40,3.0,Beşiktaş,Muradiye Mah.,3
4950000,165,0,0.0,Kağıthane,Sultan Selim Mah.,4
16950000,170,0,4.0,Maltepe,Küçükyalı Mah.,4
20500000,130,0,8.0,Kadıköy,Göztepe Mah.,4
4750000,130,35,-1.0,Şişli,Merkez Mah.,4
10200000,140,11,2.0,Beşiktaş,Dikilitaş Mah.,4
2750000,85,3,-1.0,Şişli,Eskişehir Mah.,3
13850000,120,5,0.0,Kadıköy,Erenköy Mah.,4
2850000,60,2,1.0,Kağıthane,Yahya Kemal Mah.,2
4500000,90,18,1.0,Güngören,Haznedar Mah.,3
8500000,168,21,7.0,Başakşehir,Bahçeşehir 1. Kısım Mah.,4
11900000,108,14,1.0,Kadıköy,Kozyatağı Mah.,3
2300000,141,25,2.0,Silivri,Alibey Mah.,4
5350000,90,40,3.0,Şişli,Gülbahar Mah.,3
3600000,85,12,-1.0,Beşiktaş,Ortaköy Mah.,3
2900000,90,21,4.0,Eyüpsultan,Esentepe Mah.,3
4250000,88,0,1.0,Pendik,Şeyhli Mah.,3
15000000,140,10,1.0,Bakırköy,Kartaltepe Mah.,4
9500000,75,0,6.0,Kadıköy,Kozyatağı Mah.,3
25000000,160,30,3.0,Beşiktaş,Ulus Mah.,4
3250000,60,35,-2.0,Şişli,Bozkurt Mah.,3
1534000,136,0,8.0,Beylikdüzü,Beylikdüzü OSB Mah.,4
8600000,110,14,1.0,Başakşehir,Bahçeşehir 2. Kısım Mah.,3
1800000,90,31,3.0,Bahçelievler,Siyavuşpaşa Mah.,3
3950000,120,40,6.0,Fatih,Şehremini Mah.,4
6350000,102,2,4.0,Bahçelievler,Siyavuşpaşa Mah.,3
24500000,200,16,9.0,Ataşehir,Barbaros Mah.,5
3500000,65,30,1.0,Şişli,Fulya Mah.,3
2900000,75,35,4.0,Fatih,Hırka-i Şerif Mah.,3
3500000,88,26,-1.0,Şişli,19 Mayıs Mah.,3
7800000,130,50,3.0,Kadıköy,Caferağa Mah.,4
6650000,95,0,3.0,Şişli,Mecidiyeköy Mah.,4
29500000,212,11,0.0,Eyüpsultan,Göktürk Merkez Mah.,5
1800000,60,11,0.5,Bağcılar,Fatih Mah.,2
3900000,85,0,2.0,Küçükçekmece,Halkalı Merkez Mah.,3
1580000,110,4,3.0,Beylikdüzü,Cumhuriyet Mah.,3
13500000,170,23,1.0,Maltepe,Yalı Mah.,5
8200000,120,0,3.0,Küçükçekmece,Cennet Mah.,4
4995000,180,16,5.0,Gaziosmanpaşa,Bağlarbaşı Mah.,5
4000000,95,30,0.5,Şişli,Paşa Mah.,3
3200000,75,32,0.0,Fatih,Koca Mustafapaşa Mah.,3
2850000,75,40,12.0,Şişli,Duatepe Mah.,2
3300000,140,12,4.0,Esenyurt,Talatpaşa Mah.,5
4875000,105,7,1.0,Küçükçekmece,Cumhuriyet Mah.,3
23000000,125,6,3.0,Kadıköy,Caddebostan Mah.,4
5500000,85,0,1.0,Küçükçekmece,Yeşilova Mah.,3
6000000,95,4,12.0,Esenler,Birlik Mah.,3
7250000,235,9,5.0,Bayrampaşa,Altıntepsi Mah.,5
4200000,90,4,4.0,Bahçelievler,Hürriyet Mah.,3
2150000,85,23,0.0,Gaziosmanpaşa,Yeni Mahalle Mah.,3
47000000,175,0,4.0,Beşiktaş,Nisbetiye Mah.,5
18950000,125,30,0.0,Kadıköy,Fenerbahçe Mah.,4
3199000,120,0,0.5,Beylikdüzü,Marmara Mah.,3
17750000,175,11,4.0,Ataşehir,Atatürk Mah.,5
26850000,125,1,6.0,Kadıköy,Göztepe Mah.,4
23500000,155,5,1.0,Ataşehir,Atatürk Mah.,5
1690000,80,25,0.0,Bahçelievler,Zafer Mah.,3
1425000,110,4,0.0,Esenyurt,Talatpaşa Mah.,3
6500000,180,31,1.0,Bahçelievler,Siyavuşpaşa Mah.,7
9680000,135,31,2.0,Maltepe,Küçükyalı Mah.,4
6500000,80,4,4.0,Ümraniye,Armağanevler Mah.,3
3500000,120,16,4.0,Sultangazi,Zübeyde Hanım Mah.,4
13100000,215,8,8.0,Büyükçekmece,Pınartepe Mah.,4
16850000,125,11,3.0,Kadıköy,Göztepe Mah.,4
27950000,135,0,10.0,Kadıköy,Suadiye Mah.,4
10250000,250,0,4.0,Küçükçekmece,Gültepe Mah.,7
5300000,180,27,4.0,Zeytinburnu,Nuripaşa Mah.,3
9850000,160,5,9.0,Kartal,Petroliş Mah.,4
3695000,125,7,0.5,Sancaktepe,Osmangazi Mah.,5
6250000,75,0,-1.0,Maltepe,İdealtepe Mah.,3
12650000,115,0,14.0,Kadıköy,Kozyatağı Mah.,4
6950000,220,24,12.0,Bayrampaşa,Altıntepsi Mah.,6
3900000,65,7,2.0,Pendik,Yenişehir Mah.,2
21300000,130,4,9.0,Sarıyer,Huzur Mah.,4
17250000,130,21,6.0,Kadıköy,Caddebostan Mah.,4
7550000,80,7,3.0,Maltepe,Çınar Mah.,3
14950000,125,5,5.0,Sarıyer,Huzur Mah.,3
9500000,110,11,2.0,Çekmeköy,Merkez Mah.,2
6600000,127,0,3.0,Çekmeköy,Ekşioğlu Mah.,4
7100000,90,0,5.0,Maltepe,Küçükyalı Mah.,3
1950000,100,8,3.0,Beylikdüzü,Kavaklı Mah.,3
27500000,155,8,9.0,Kadıköy,Erenköy Mah.,4
5000000,97,10,0.0,Sultanbeyli,Hasanpaşa Mah.,3
2235000,75,6,24.0,Esenyurt,Yeşilkent Mah.,2
6000000,80,0,0.0,Maltepe,İdealtepe Mah.,3
16000000,135,0,1.0,Üsküdar,Selami Ali Mah.,3
6350000,95,11,2.0,Ümraniye,Tatlısu Mah.,3
37000000,240,25,5.0,Kadıköy,Feneryolu Mah.,6
14900000,115,0,1.0,Kadıköy,Feneryolu Mah.,4
29950000,135,0,3.0,Kadıköy,Caddebostan Mah.,4
17250000,110,21,6.0,Kadıköy,Caddebostan Mah.,4
7900000,80,13,0.5,Beşiktaş,Dikilitaş Mah.,3
5950000,65,0,0.0,Maltepe,İdealtepe Mah.,3
2999000,115,0,0.0,Beylikdüzü,Kavaklı Mah.,3
16000000,130,0,9.0,Kadıköy,Eğitim Mah.,4
29500000,140,10,4.0,Kadıköy,Suadiye Mah.,4
15000000,260,20,4.0,Ümraniye,Esenevler Mah.,7
10950000,130,0,-2.0,Maltepe,Küçükyalı Mah.,4
1250000,130,0,0.5,Beylikdüzü,Cumhuriyet Mah.,3
6100000,115,1,0.0,Kağıthane,Yahya Kemal Mah.,3
1820000,70,13,0.0,Bahçelievler,Cumhuriyet Mah.,3
20500000,200,15,0.0,Eyüpsultan,Göktürk Merkez Mah.,4
5250000,90,7,1.0,Küçükçekmece,Cennet Mah.,3
8500000,135,30,4.0,Şişli,Cumhuriyet Mah.,4
4050000,90,2,0.5,Küçükçekmece,Tevfik Bey Mah.,3
8200000,118,11,7.0,Bahçelievler,Yenibosna Merkez Mah.,3
8620000,132,15,10.0,Ataşehir,Küçükbakkalköy Mah.,4
2080000,85,14,0.0,Küçükçekmece,Kanarya Mah.,3
6995000,120,0,1.0,Eyüpsultan,Çırçır Mah.,4
7000000,143,21,6.0,Başakşehir,Başakşehir Mah.,4
6999000,250,0,5.0,Beylikdüzü,Adnan Kahveci Mah.,6
5000000,165,16,1.0,Küçükçekmece,Cumhuriyet Mah.,4
2900000,85,4,0.0,Büyükçekmece,Atatürk Mah.,3
6500000,135,0,1.0,Eyüpsultan,Çırçır Mah.,4
3200000,145,8,3.0,Esenyurt,Bağlarçeşme Mah.,4
12000000,140,0,0.0,Bahçelievler,Bahçelievler Mah.,4
26000000,158,0,4.0,Beşiktaş,Dikilitaş Mah.,3
21250000,145,0,0.0,Küçükçekmece,Atakent Mah.,3
5650000,90,2,5.0,Kartal,Gümüşpınar Mah.,3
8100000,90,11,8.0,Şişli,İnönü Mah.,2
10500000,230,20,12.0,Küçükçekmece,Cennet Mah.,5
11950000,100,10,1.0,Kadıköy,Kozyatağı Mah.,3
2999999,145,5,20.0,Esenyurt,Cumhuriyet Mah.,3
42000000,180,9,0.0,Sarıyer,Zekeriyaköy Mah.,4
3600000,90,35,-1.0,Gaziosmanpaşa,Barbaros Hayrettinpaşa Mah.,3
25000000,170,14,24.0,Sarıyer,Maslak Mah.,4
17900000,87,0,8.0,Kadıköy,Caddebostan Mah.,3
11500000,135,31,2.0,Bakırköy,Sakızağacı Mah.,4
3950000,120,12,1.0,Bağcılar,Demirkapı Mah.,4
6600000,80,35,0.0,Bakırköy,Şenlikköy Mah.,5
8500000,105,30,5.0,Beykoz,Kanlıca Mah.,3
23950000,120,9,3.0,Kadıköy,Caddebostan Mah.,4
6000000,125,50,3.0,Fatih,Cerrahpaşa Mah.,4
2750000,120,20,0.0,Bahçelievler,Siyavuşpaşa Mah.,4
3850000,60,4,0.5,Bağcılar,Merkez Mah.,2
22000000,140,15,0.0,Şişli,Teşvikiye Mah.,3
8000000,90,0,2.0,Bahçelievler,Bahçelievler Mah.,3
35500000,220,26,3.0,Beşiktaş,Ulus Mah.,5
4230000,110,6,3.0,Beylikdüzü,Gürpınar Mah.,3
26750000,100,1,3.0,Beşiktaş,Türkali Mah.,4
8000000,115,31,4.0,Beşiktaş,Türkali Mah.,3
3600000,110,20,2.0,Başakşehir,Bahçeşehir 2. Kısım Mah.,3
13300000,130,0,1.0,Kadıköy,Bostancı Mah.,4
5150000,100,10,5.0,Başakşehir,Kayabaşı Mah.,3
3250000,63,17,0.0,Üsküdar,Valide-i Atik Mah.,3
15900000,145,50,3.0,Beyoğlu,Kuloğlu Mah.,4
5250000,100,4,5.0,Kartal,Hürriyet Mah.,3
5900000,110,25,0.0,Maltepe,Altıntepe Mah.,4
8000000,175,0,4.0,Bahçelievler,Kocasinan Merkez Mah.,5
6850000,110,1,4.0,Zeytinburnu,Beştelsiz Mah.,4
10600000,246,16,7.0,Kağıthane,Hamidiye Mah.,7
9000000,130,31,2.0,Kadıköy,Caferağa Mah.,3
21000000,169,5,2.0,Eyüpsultan,Mithatpaşa Mah.,4
8500000,85,0,12.0,Kadıköy,Bostancı Mah.,3
4200000,85,50,1.0,Beşiktaş,Abbasağa Mah.,3
2500000,58,35,2.0,Kağıthane,Çeliktepe Mah.,3
5250000,110,11,2.0,Tuzla,Aydınlı Mah.,3
4250000,65,0,2.0,Zeytinburnu,Beştelsiz Mah.,3
3700000,60,40,2.0,Bakırköy,Kartaltepe Mah.,3
3650000,68,11,1.0,Başakşehir,Kayabaşı Mah.,3
7500000,100,30,0.0,Silivri,Selimpaşa Mah.,3
2260000,95,30,3.0,Pendik,Çamçeşme Mah.,3
5650000,140,7,0.5,Fatih,Şehremini Mah.,4
4300000,85,5,-1.0,Şişli,Mecidiyeköy Mah.,3
3480000,105,31,0.0,Şile,Çavuş Mah.,4
7280000,120,0,4.0,Bahçelievler,Siyavuşpaşa Mah.,4
4100000,90,11,3.0,Bahçelievler,Soğanlı Mah.,3
2600000,125,26,1.0,Bağcılar,Hürriyet Mah.,4
11000000,95,31,2.0,Beyoğlu,Cihangir Mah.,3
7450000,90,4,3.0,Ataşehir,İçerenköy Mah.,3
4500000,145,28,3.0,Küçükçekmece,Cennet Mah.,4
5375000,130,21,5.0,Büyükçekmece,Sinanoba Mah.,3
6000000,100,11,4.0,Eyüpsultan,Merkez Mah.,3
4250000,175,5,4.0,Büyükçekmece,Atatürk Mah.,4
2755000,90,31,0.5,Beyoğlu,Halıcıoğlu Mah.,3
13950000,135,31,3.0,Kadıköy,Bostancı Mah.,4
4700000,90,0,1.0,Esenler,Çifte Havuzlar Mah.,3
4250000,130,0,0.5,Silivri,Yeni Mah.,4
6700000,120,11,2.0,Maltepe,Aydınevler Mah.,4
35950000,140,7,3.0,Kadıköy,Suadiye Mah.,4
5500000,130,12,3.0,Kağıthane,Nurtepe Mah.,4
4350000,80,40,1.0,Üsküdar,Valide-i Atik Mah.,3
2425000,75,26,-1.0,Üsküdar,Zeynep Kamil Mah.,3
4250000,85,5,2.0,Kağıthane,Telsizler Mah.,3
11750000,120,4,0.0,Kadıköy,Bostancı Mah.,4
1500000,125,30,0.0,Bağcılar,Yenimahalle Mah.,3
2350000,80,29,3.0,Büyükçekmece,Fatih Mah.,3
3350000,100,3,6.0,Tuzla,Mimar Sinan Mah.,3
9500000,140,31,2.0,Bahçelievler,Bahçelievler Mah.,4
5000000,70,0,0.5,Bahçelievler,Cumhuriyet Mah.,3
1625000,110,5,5.0,Esenyurt,Şehitler Mah.,3
2850000,85,50,3.0,Fatih,Koca Mustafapaşa Mah.,3
4150000,135,0,3.0,Sultanbeyli,Ahmet Yesevi Mah.,4
4250000,140,7,0.5,Sultangazi,Esentepe Mah.,4
7250000,90,0,2.0,Kartal,Orhantepe Mah.,3
8500000,126,0,4.0,Kağıthane,Çağlayan Mah.,5
6000000,175,22,2.0,Beylikdüzü,Adnan Kahveci Mah.,4
1899000,90,9,1.0,Başakşehir,Bahçeşehir 2. Kısım Mah.,3
7050000,100,31,7.0,Beşiktaş,Türkali Mah.,3
3490000,90,26,2.0,Zeytinburnu,Sümer Mah.,3
4250000,120,11,1.0,Bağcılar,Fevzi Çakmak Mah.,4
7650000,210,5,2.0,Küçükçekmece,Yeşilova Mah.,6
7850000,110,6,2.0,Bahçelievler,Bahçelievler Mah.,4
4000000,120,38,5.0,Küçükçekmece,Cennet Mah.,4
5500000,89,35,6.0,Beyoğlu,Küçük Piyale Mah.,3
4500000,135,45,3.0,Fatih,Silivrikapı Mah.,6
22500000,190,0,4.0,Bahçelievler,Bahçelievler Mah.,7
12500000,110,7,4.0,Kadıköy,Feneryolu Mah.,4
2300000,80,12,0.5,Sultangazi,Sultançiftliği Mah.,3
2350000,90,40,0.0,Bakırköy,Sakızağacı Mah.,3
4100000,120,35,3.0,Bahçelievler,Siyavuşpaşa Mah.,4
5500000,130,21,2.0,Ümraniye,Madenler Mah.,4
2050000,95,15,-1.0,Gaziosmanpaşa,Karadeniz Mah.,3
17950000,130,15,1.0,Kadıköy,Suadiye Mah.,4
6950000,120,30,0.0,Beyoğlu,Kuloğlu Mah.,3
1650000,75,30,0.5,Kağıthane,Çağlayan Mah.,2
7700000,84,0,3.0,Maltepe,Altıntepe Mah.,3
6800000,175,0,4.0,Kağıthane,Sultan Selim Mah.,6
4250000,95,40,2.0,Üsküdar,Selami Ali Mah.,3
5000000,120,14,3.0,Bahçelievler,Hürriyet Mah.,4
4750000,75,40,3.0,Kadıköy,Rasimpaşa Mah.,3
4500000,85,35,2.0,Beşiktaş,Türkali Mah.,3
5850000,115,2,2.0,Sultanbeyli,Mehmet Akif Mah.,4
7990000,77,0,3.0,Beşiktaş,Abbasağa Mah.,2
2300000,110,25,3.0,Pendik,Fevzi Çakmak Mah.,3
4250000,100,40,2.0,Fatih,Karagümrük Mah.,3
5350000,65,10,17.0,Güngören,Abdurrahman Nafiz Gürman Mah.,4
5511000,68,50,0.0,Beyoğlu,Cihangir Mah.,2
4500000,130,31,3.0,Bahçelievler,Yenibosna Merkez Mah.,4
7850000,90,0,3.0,Maltepe,Altıntepe Mah.,3
23950000,155,8,7.0,Kadıköy,Göztepe Mah.,4
6950000,120,45,12.0,Kadıköy,Caferağa Mah.,3
2665000,80,0,0.0,Avcılar,Ambarlı Mah.,2
6599000,160,15,1.0,Beylikdüzü,Adnan Kahveci Mah.,4
7850000,110,8,0.0,Maltepe,Çınar Mah.,4
8900000,190,20,6.0,Başakşehir,Bahçeşehir 1. Kısım Mah.,5
3200000,55,6,-1.0,Bakırköy,Zeytinlik Mah.,2
14500000,115,0,1.0,Bahçelievler,Bahçelievler Mah.,4
9000000,100,11,8.0,Ataşehir,Barbaros Mah.,3
9000000,190,11,5.0,Sancaktepe,Atatürk Mah.,5
3750000,67,35,1.0,Üsküdar,Valide-i Atik Mah.,3
13750000,130,45,2.0,Beşiktaş,Nisbetiye Mah.,4
3500000,85,30,0.0,Şişli,Eskişehir Mah.,3
9000000,60,6,3.0,Şişli,Mecidiyeköy Mah.,2
3150000,75,15,3.0,Bahçelievler,Zafer Mah.,3
8500000,75,50,4.0,Beyoğlu,Firuzağa Mah.,3
5500000,120,16,2.0,Bahçelievler,Kocasinan Merkez Mah.,4
4500000,80,31,3.0,Üsküdar,Selimiye Mah.,3
18500000,230,11,0.0,Sarıyer,Zekeriyaköy Mah.,5
6950000,90,7,4.0,Maltepe,Küçükyalı Mah.,3
9750000,170,7,2.0,Büyükçekmece,Pınartepe Mah.,4
2500000,115,13,0.0,Küçükçekmece,Yeşilova Mah.,4
17950000,130,10,1.0,Kadıköy,Suadiye Mah.,4
12900000,95,45,0.5,Beşiktaş,Kültür Mah.,3
23500000,150,100,0.0,Beyoğlu,Evliya Çelebi Mah.,6
3500000,110,21,2.0,Eyüpsultan,Rami Yeni Mah.,4
10000000,90,5,12.0,Beşiktaş,Gayrettepe Mah.,3
1245000,95,16,-1.0,Esenyurt,Yunus Emre Mah.,3
2250000,90,30,0.0,Avcılar,Denizköşkler Mah.,3
4350000,75,40,0.0,Beşiktaş,Yıldız Mah.,3
2800000,90,11,0.0,Çekmeköy,Mehmet Akif Mah.,3
2675000,70,11,0.0,Sancaktepe,Kemal Türkler Mah.,3
3700000,60,7,0.5,Kartal,Atalar Mah.,2
1890000,120,2,3.0,Beylikdüzü,Yakuplu Mah.,3
1850000,65,38,1.0,Fatih,Seyyid Ömer Mah.,2
3600000,70,0,1.0,Bahçelievler,Soğanlı Mah.,3
5100000,130,4,3.0,Esenyurt,Mehmet Akif Ersoy Mah.,3
4800000,75,5,2.0,Pendik,Çamlık Mah.,2
12950000,110,11,1.0,Kadıköy,Merdivenköy Mah.,4
3650000,90,21,2.0,Bahçelievler,Soğanlı Mah.,3
37950000,250,21,1.0,Kadıköy,Suadiye Mah.,5
5599999,145,5,1.0,Beylikdüzü,Adnan Kahveci Mah.,4
16450000,115,10,1.0,Kadıköy,Suadiye Mah.,4
1549000,105,3,0.0,Esenyurt,İstiklal Mah.,3
2300000,90,16,1.0,Sultangazi,Yunus Emre Mah.,3
6500000,104,0,6.0,Bağcılar,Bağlar Mah.,3
25750000,220,26,7.0,Kadıköy,Fenerbahçe Mah.,5
4250000,80,1,0.0,Ümraniye,Esenevler Mah.,3
6700000,90,4,2.0,Şile,Balibey Mah.,3
13750000,120,0,8.0,Kadıköy,Kozyatağı Mah.,4
4250000,115,25,0.5,Gaziosmanpaşa,Şemsipaşa Mah.,4
2540000,140,16,0.0,Bahçelievler,Zafer Mah.,4
7100000,90,0,2.0,Kartal,Petroliş Mah.,3
4050000,98,3,1.0,Sancaktepe,Osmangazi Mah.,3
14500000,150,31,6.0,Kadıköy,Suadiye Mah.,4
15000000,137,0,7.0,Şişli,Esentepe Mah.,2
16000000,102,4,14.0,Kağıthane,Seyrantepe Mah.,3
8590000,85,0,4.0,Maltepe,Küçükyalı Mah.,3
16250000,160,11,0.0,Çekmeköy,Merkez Mah.,3
15500000,135,10,5.0,Maltepe,Feyzullah Mah.,4
16450000,115,0,1.0,Kadıköy,Suadiye Mah.,3
4190000,112,0,4.0,Çekmeköy,Ekşioğlu Mah.,3
12800000,130,1,1.0,Üsküdar,Küçüksu Mah.,4
6700000,90,0,2.0,Küçükçekmece,Sultan Murat Mah.,3
8700000,95,3,2.0,Maltepe,Küçükyalı Mah.,3
22500000,210,0,4.0,Bahçelievler,Bahçelievler Mah.,7
3350000,280,8,4.0,Esenyurt,Yunus Emre Mah.,6
5750000,110,0,3.0,Esenler,Nine Hatun Mah.,4
2400000,120,0,3.0,Esenyurt,Mehterçeşme Mah.,3
6500000,120,40,3.0,Maltepe,Küçükyalı Mah.,4
17950000,130,8,1.0,Kadıköy,Suadiye Mah.,4
1350000,125,0,0.5,Beylikdüzü,Beylikdüzü OSB Mah.,3
4275000,65,1,0.5,Kartal,Cevizli Mah.,3
45000000,250,0,4.0,Üsküdar,Altunizade Mah.,7
23000000,265,16,0.0,Kadıköy,Erenköy Mah.,5
5450000,55,0,0.0,Maltepe,Altıntepe Mah.,2
19750000,171,33,0.0,Adalar,Nizam Mah.,5
10500000,145,35,1.0,Kadıköy,Merdivenköy Mah.,4
5750000,90,28,3.0,Maltepe,Altıntepe Mah.,3
4099000,115,0,0.0,Beylikdüzü,Marmara Mah.,3
15750000,150,31,3.0,Kadıköy,Göztepe Mah.,4
5600000,120,13,4.0,Üsküdar,Ünalan Mah.,4
17950000,120,7,1.0,Kadıköy,Suadiye Mah.,4
5700000,120,0,1.0,Bahçelievler,Cumhuriyet Mah.,4
13600000,202,0,5.0,Maltepe,İdealtepe Mah.,6
15500000,120,5,1.0,Kadıköy,19 Mayıs Mah.,4
2550000,98,30,2.0,Bağcılar,İnönü Mah.,3
2175000,75,15,0.0,Küçükçekmece,Yeşilova Mah.,3
8350000,118,11,16.0,Bahçelievler,Yenibosna Merkez Mah.,3
8400000,135,9,12.0,Şişli,Paşa Mah.,4
3899000,130,0,2.0,Beylikdüzü,Kavaklı Mah.,3
3200000,100,0,3.0,Küçükçekmece,Kanarya Mah.,3
4400000,100,25,3.0,Fatih,Derviş Ali Mah.,3
5680000,135,0,3.0,Küçükçekmece,Tevfik Bey Mah.,5
18000000,200,28,2.0,Beşiktaş,Gayrettepe Mah.,5
6150000,210,13,3.0,Büyükçekmece,Atatürk Mah.,4
7850000,200,26,2.0,Kartal,Orhantepe Mah.,4
6500000,160,25,2.0,Maltepe,Feyzullah Mah.,4
7250000,125,31,3.0,Fatih,Cibali Mah.,4
13500000,250,26,4.0,Üsküdar,Güzeltepe Mah.,7
24000000,220,11,5.0,Bakırköy,Osmaniye Mah.,5
27650000,125,11,9.0,Kadıköy,Caddebostan Mah.,4
5250000,70,0,3.0,Kartal,Orhantepe Mah.,3
4500000,80,4,2.0,Sancaktepe,Atatürk Mah.,3
3999000,135,0,1.0,Beylikdüzü,Kavaklı Mah.,3
10500000,170,16,10.0,Küçükçekmece,Atakent Mah.,4
12750000,180,5,12.0,Üsküdar,Salacak Mah.,4
7800000,110,1,1.0,Tuzla,İstasyon Mah.,4
6200000,130,16,0.5,Beyoğlu,Kaptanpaşa Mah.,4
4100000,120,0,1.0,Büyükçekmece,Kamiloba Mah.,3
10000000,95,0,8.0,Kadıköy,Bostancı Mah.,3
8400000,101,5,24.0,Maltepe,Cevizli Mah.,3
2550000,145,10,0.0,Esenyurt,Sultaniye Mah.,4
18000000,195,5,3.0,Maltepe,Feyzullah Mah.,5
